"m","n","p","q","p_value","Lambda","loglik_F","loglik_R","cv_shapes","maxmin_ratio","df_lrt","aic_F","aic_R","bic_F","bic_R"
3,500,0.215,0.825,0.117211890484162,4.28754390468475,-3189.57791146476,-3191.7216834171,0.0556020899150645,1.11213300318359,2,6391.15582292951,6391.4433668342,6416.44347152004,6408.30179922788
3,500,0.215,0.825,0.563068752654836,1.14870707981208,-3105.8476002992,-3106.4219538391,0.0556020899150645,1.11213300318359,2,6223.69520059839,6220.8439076782,6248.98284918892,6237.70234007189
3,500,0.215,0.825,0.0377088005981861,6.55572354830565,-3083.40641306179,-3086.68427483594,0.0556020899150645,1.11213300318359,2,6178.81282612358,6181.36854967188,6204.10047471411,6198.22698206557
3,500,0.215,0.825,0.922567724082862,0.161188984244291,-3172.65812647335,-3172.73872096547,0.0556020899150645,1.11213300318359,2,6357.3162529467,6353.47744193094,6382.60390153723,6370.33587432463
3,500,0.215,0.825,0.0892394189756953,4.83286484048949,-3134.85058365081,-3137.26701607105,0.0556020899150645,1.11213300318359,2,6281.70116730161,6282.5340321421,6306.98881589215,6299.39246453579
3,500,0.215,0.825,0.284248081513181,2.51581579133654,-3160.56892936528,-3161.82683726095,0.0556020899150645,1.11213300318359,2,6333.13785873057,6331.6536745219,6358.4255073211,6348.51210691559
3,500,0.215,0.825,0.0602323076674969,5.61909279681367,-3143.56198560816,-3146.37153200656,0.0556020899150645,1.11213300318359,2,6299.12397121631,6300.74306401313,6324.41161980685,6317.60149640682
3,500,0.215,0.825,0.598173315917594,1.02774948214756,-3127.1073670922,-3127.62124183327,0.0556020899150645,1.11213300318359,2,6266.21473418439,6263.24248366654,6291.50238277493,6280.10091606023
3,500,0.215,0.825,0.0154764780295425,8.336867908356,-3219.13657041197,-3223.30500436615,0.0556020899150645,1.11213300318359,2,6450.27314082393,6454.61000873229,6475.56078941447,6471.46844112598
3,500,0.215,0.825,0.292939677737559,2.45557713837934,-3128.01794677472,-3129.24573534391,0.0556020899150645,1.11213300318359,2,6268.03589354943,6266.49147068781,6293.32354213997,6283.3499030815
3,500,0.215,0.825,0.119519386654512,4.24855337870031,-3110.08076588687,-3112.20504257622,0.0556020899150645,1.11213300318359,2,6232.16153177373,6232.41008515243,6257.44918036427,6249.26851754612
3,500,0.215,0.825,0.141072984990878,3.91695579695261,-3177.81187384894,-3179.77035174742,0.0556020899150645,1.11213300318359,2,6367.62374769788,6367.54070349483,6392.91139628841,6384.39913588852
3,500,0.215,0.825,0.81165721085371,0.417354364147286,-3121.50041529091,-3121.70909247299,0.0556020899150645,1.11213300318359,2,6255.00083058182,6251.41818494597,6280.28847917236,6268.27661733966
3,500,0.215,0.825,0.174520600173701,3.49142498347192,-3138.80728204903,-3140.55299454076,0.0556020899150645,1.11213300318359,2,6289.61456409805,6289.10598908153,6314.90221268859,6305.96442147521
3,500,0.215,0.825,0.00564938201482843,10.3524182354249,-3151.71737077523,-3156.89357989294,0.0556020899150645,1.11213300318359,2,6315.43474155046,6321.78715978588,6340.72239014099,6338.64559217957
3,500,0.215,0.825,0.0969351100428619,4.6674269859368,-3167.21512893196,-3169.54884242493,0.0556020899150645,1.11213300318359,2,6346.43025786391,6347.09768484985,6371.71790645445,6363.95611724354
3,500,0.215,0.825,0.0341491635643011,6.75403437251589,-3173.5884502668,-3176.96546745306,0.0556020899150645,1.11213300318359,2,6359.17690053359,6361.93093490611,6384.46454912413,6378.7893672998
3,500,0.215,0.825,0.0252613622174674,7.35695847132956,-3236.16684887014,-3239.8453281058,0.0556020899150645,1.11213300318359,2,6484.33369774027,6487.6906562116,6509.62134633081,6504.54908860529
3,500,0.215,0.825,0.0767970060361115,5.1331792469864,-3173.72068379494,-3176.28727341843,0.0556020899150645,1.11213300318359,2,6359.44136758988,6360.57454683687,6384.72901618041,6377.43297923056
3,500,0.215,0.825,0.0119616549408331,8.8520983341059,-3209.13803083378,-3213.56408000083,0.0556020899150645,1.11213300318359,2,6430.27606166756,6435.12816000166,6455.56371025809,6451.98659239535
3,500,0.215,0.825,0.0162921509510642,8.23414364778,-3146.34878481365,-3150.46585663754,0.0556020899150645,1.11213300318359,2,6304.69756962729,6308.93171327507,6329.98521821783,6325.79014566876
3,500,0.215,0.825,0.82003118336963,0.396825821894708,-3220.91869786632,-3221.11711077727,0.0556020899150645,1.11213300318359,2,6453.83739573265,6450.23422155454,6479.12504432318,6467.09265394823
3,500,0.215,0.825,0.22295054914016,3.001610569695,-3220.63049490655,-3222.13130019139,0.0556020899150645,1.11213300318359,2,6453.26098981309,6452.26260038279,6478.54863840363,6469.12103277648
3,500,0.215,0.825,0.758534289192528,0.552734549266461,-3147.94285372842,-3148.21922100305,0.0556020899150645,1.11213300318359,2,6307.88570745684,6304.43844200611,6333.17335604738,6321.2968743998
3,500,0.215,0.825,0.620263963500079,0.955220287934026,-3086.66492221214,-3087.14253235611,0.0556020899150645,1.11213300318359,2,6185.32984442429,6182.28506471222,6210.61749301482,6199.14349710591
3,500,0.215,0.825,0.318857843297525,2.28601981563406,-3142.44431909898,-3143.5873290068,0.0556020899150645,1.11213300318359,2,6296.88863819797,6295.1746580136,6322.1762867885,6312.03309040729
3,500,0.215,0.825,0.744208359651706,0.590868460122692,-3315.07043130891,-3315.36586553898,0.0556020899150645,1.11213300318359,2,6642.14086261783,6638.73173107795,6667.42851120836,6655.59016347164
3,500,0.215,0.825,0.00258291868738342,11.9176704905549,-3222.94023704078,-3228.89907228606,0.0556020899150645,1.11213300318359,2,6457.88047408156,6465.79814457211,6483.16812267209,6482.6565769658
3,500,0.215,0.825,0.387040255095126,1.89845314605645,-3110.95948069643,-3111.90870726946,0.0556020899150645,1.11213300318359,2,6233.91896139286,6231.81741453892,6259.20660998339,6248.6758469326
3,500,0.215,0.825,0.110965695820574,4.39706834419212,-3123.33888075489,-3125.53741492699,0.0556020899150645,1.11213300318359,2,6258.67776150978,6259.07482985397,6283.96541010032,6275.93326224766
3,500,0.215,0.825,0.629401904161898,0.925970537991816,-3207.53544463961,-3207.99842990861,0.0556020899150645,1.11213300318359,2,6427.07088927922,6423.99685981721,6452.35853786975,6440.8552922109
3,500,0.215,0.825,0.308355157881669,2.35300610064769,-3160.28659313136,-3161.46309618168,0.0556020899150645,1.11213300318359,2,6332.57318626272,6330.92619236336,6357.86083485325,6347.78462475705
3,500,0.215,0.825,0.0368742194223409,6.60048526550781,-3105.34592339945,-3108.6461660322,0.0556020899150645,1.11213300318359,2,6222.6918467989,6225.2923320644,6247.97949538943,6242.15076445809
3,500,0.215,0.825,0.0300596513252972,7.00914298803218,-3201.37537449594,-3204.87994598995,0.0556020899150645,1.11213300318359,2,6414.75074899187,6417.7598919799,6440.03839758241,6434.61832437359
3,500,0.215,0.825,0.135935956389749,3.99114282611481,-3194.29034060978,-3196.28591202284,0.0556020899150645,1.11213300318359,2,6400.58068121956,6400.57182404568,6425.86832981009,6417.43025643936
3,500,0.215,0.825,0.518217151685143,1.31472182563994,-3155.62523590917,-3156.28259682199,0.0556020899150645,1.11213300318359,2,6323.25047181835,6320.56519364399,6348.53812040888,6337.42362603768
3,500,0.215,0.825,0.0512057232847514,5.94380794055724,-3102.48337643941,-3105.45528040968,0.0556020899150645,1.11213300318359,2,6216.96675287881,6218.91056081937,6242.25440146934,6235.76899321306
3,500,0.215,0.825,0.729142155760035,0.631773129882276,-3098.29151603914,-3098.60740260409,0.0556020899150645,1.11213300318359,2,6208.58303207829,6205.21480520817,6233.87068066882,6222.07323760186
3,500,0.215,0.825,0.670059073698758,0.800778801568413,-3199.64760359892,-3200.04799299971,0.0556020899150645,1.11213300318359,2,6411.29520719785,6408.09598599942,6436.58285578838,6424.9544183931
3,500,0.215,0.825,0.207582262661762,3.1444551426257,-3203.32232776053,-3204.89455533184,0.0556020899150645,1.11213300318359,2,6418.64465552106,6417.78911066369,6443.9323041116,6434.64754305738
3,500,0.215,0.825,0.00200771582647044,12.4215152156994,-3159.92678112698,-3166.13753873483,0.0556020899150645,1.11213300318359,2,6331.85356225395,6340.27507746965,6357.14121084448,6357.13350986334
3,500,0.215,0.825,0.669565751533125,0.802251817531214,-3231.79727688484,-3232.1984027936,0.0556020899150645,1.11213300318359,2,6475.59455376968,6472.39680558721,6500.88220236021,6489.2552379809
3,500,0.215,0.825,0.461427572583158,1.54686035300711,-3087.26680890516,-3088.04023908166,0.0556020899150645,1.11213300318359,2,6186.53361781032,6184.08047816333,6211.82126640085,6200.93891055702
3,500,0.215,0.825,0.016353358471166,8.22664398330471,-3072.55148313679,-3076.66480512845,0.0556020899150645,1.11213300318359,2,6157.10296627359,6161.32961025689,6182.39061486412,6178.18804265058
3,500,0.215,0.825,0.313280407809716,2.32131323579779,-3150.52050337771,-3151.68115999561,0.0556020899150645,1.11213300318359,2,6313.04100675542,6311.36231999122,6338.32865534596,6328.22075238491
3,500,0.215,0.825,0.124682472682915,4.16396998409164,-3123.53224979753,-3125.61423478957,0.0556020899150645,1.11213300318359,2,6259.06449959506,6259.22846957915,6284.35214818559,6276.08690197284
3,500,0.215,0.825,0.717742417142071,0.663289049597552,-3057.82090116222,-3058.15254568702,0.0556020899150645,1.11213300318359,2,6127.64180232445,6124.30509137405,6152.92945091498,6141.16352376774
3,500,0.215,0.825,0.314266900862056,2.31502530275247,-3141.96163925909,-3143.11915191047,0.0556020899150645,1.11213300318359,2,6295.92327851818,6294.23830382093,6321.21092710871,6311.09673621462
3,500,0.215,0.825,0.683242680866486,0.761810332929599,-3191.16129408248,-3191.54219924894,0.0556020899150645,1.11213300318359,2,6394.32258816496,6391.08439849789,6419.61023675549,6407.94283089157
3,500,0.215,0.825,0.403254376522134,1.81637541782402,-3127.19139613861,-3128.09958384752,0.0556020899150645,1.11213300318359,2,6266.38279227722,6264.19916769505,6291.67044086776,6281.05760008873
3,500,0.215,0.825,0.394052426301051,1.86254263371666,-3098.93003932192,-3099.86131063878,0.0556020899150645,1.11213300318359,2,6209.86007864383,6207.72262127755,6235.14772723437,6224.58105367124
3,500,0.215,0.825,0.685539778117413,0.75509750755009,-3084.56120548313,-3084.93875423691,0.0556020899150645,1.11213300318359,2,6181.12241096626,6177.87750847381,6206.4100595568,6194.7359408675
3,500,0.215,0.825,0.394733844496373,1.85908710519107,-3193.19120347945,-3194.12074703204,0.0556020899150645,1.11213300318359,2,6398.3824069589,6396.24149406409,6423.67005554943,6413.09992645777
3,500,0.215,0.825,0.741864746763225,0.597176668840802,-3156.5929955966,-3156.89158393102,0.0556020899150645,1.11213300318359,2,6325.18599119319,6321.78316786203,6350.47363978372,6338.64160025572
3,500,0.215,0.825,0.740026752931699,0.602137881654016,-3116.95332794971,-3117.25439689054,0.0556020899150645,1.11213300318359,2,6245.90665589942,6242.50879378107,6271.19430448995,6259.36722617476
3,500,0.215,0.825,0.852176608728382,0.319922972787936,-3238.09035194101,-3238.2503134274,0.0556020899150645,1.11213300318359,2,6488.18070388202,6484.50062685481,6513.46835247255,6501.35905924849
3,500,0.215,0.825,0.583043535159422,1.0789868420934,-3178.07207296434,-3178.61156638538,0.0556020899150645,1.11213300318359,2,6368.14414592867,6365.22313277076,6393.4317945192,6382.08156516445
3,500,0.215,0.825,0.0298321425341062,7.02433771644792,-3204.10655216921,-3207.61872102744,0.0556020899150645,1.11213300318359,2,6420.21310433842,6423.23744205487,6445.50075292896,6440.09587444856
3,500,0.215,0.825,0.92123125407172,0.164088368094781,-3223.76557468,-3223.84761886404,0.0556020899150645,1.11213300318359,2,6459.53114935999,6455.69523772809,6484.81879795053,6472.55367012178
3,500,0.215,0.825,0.787323068978282,0.478233215677392,-3177.56882323173,-3177.80793983957,0.0556020899150645,1.11213300318359,2,6367.13764646346,6363.61587967914,6392.42529505399,6380.47431207283
3,500,0.215,0.825,0.308590032402665,2.3514832779656,-3117.7023981024,-3118.87813974139,0.0556020899150645,1.11213300318359,2,6247.40479620481,6245.75627948277,6272.69244479534,6262.61471187646
3,500,0.215,0.825,0.391645435968926,1.87479669715594,-3189.56446538608,-3190.50186373465,0.0556020899150645,1.11213300318359,2,6391.12893077215,6389.00372746931,6416.41657936269,6405.862159863
3,500,0.215,0.825,0.287249151722888,2.49481063070925,-3116.88495688232,-3118.13236219768,0.0556020899150645,1.11213300318359,2,6245.76991376465,6244.26472439536,6271.05756235518,6261.12315678905
3,500,0.215,0.825,0.411195747637123,1.77737181248813,-3201.19158918054,-3202.08027508678,0.0556020899150645,1.11213300318359,2,6414.38317836108,6412.16055017357,6439.67082695161,6429.01898256726
3,500,0.215,0.825,0.684321927359286,0.758653636096824,-3124.0556431989,-3124.43497001695,0.0556020899150645,1.11213300318359,2,6260.1112863978,6256.86994003389,6285.39893498833,6273.72837242758
3,500,0.215,0.825,0.895172839859533,0.221476924381022,-3022.80687735809,-3022.91761582028,0.0556020899150645,1.11213300318359,2,6057.61375471618,6053.83523164056,6082.90140330671,6070.69366403425
3,500,0.215,0.825,0.0834744743004214,4.96642878172224,-3169.57705640895,-3172.06027079981,0.0556020899150645,1.11213300318359,2,6351.15411281789,6352.12054159961,6376.44176140843,6368.9789739933
3,500,0.215,0.825,0.494745620478835,1.40742309305369,-3171.53837267998,-3172.2420842265,0.0556020899150645,1.11213300318359,2,6355.07674535995,6352.48416845301,6380.36439395049,6369.3426008467
3,500,0.215,0.825,0.0420542190829915,6.33759112537155,-3170.02006354598,-3173.18885910866,0.0556020899150645,1.11213300318359,2,6352.04012709195,6354.37771821732,6377.32777568249,6371.23615061101
3,500,0.215,0.825,0.00965988969039539,9.27954610007328,-3127.18019108684,-3131.81996413687,0.0556020899150645,1.11213300318359,2,6266.36038217367,6271.63992827375,6291.64803076421,6288.49836066744
3,500,0.215,0.825,0.70214442577683,0.707232322783966,-3169.02538426786,-3169.37900042925,0.0556020899150645,1.11213300318359,2,6350.05076853572,6346.75800085851,6375.33841712626,6363.6164332522
3,500,0.215,0.825,0.124417235432245,4.1682291195666,-3085.167336437,-3087.25145099679,0.0556020899150645,1.11213300318359,2,6182.33467287401,6182.50290199358,6207.62232146454,6199.36133438726
3,500,0.215,0.825,0.221295450910756,3.01651317669257,-3135.44767832039,-3136.95593490874,0.0556020899150645,1.11213300318359,2,6282.89535664078,6281.91186981747,6308.18300523131,6298.77030221116
3,500,0.215,0.825,0.375195711528459,1.96061498348718,-3205.89236776334,-3206.87267525508,0.0556020899150645,1.11213300318359,2,6423.78473552667,6421.74535051016,6449.07238411721,6438.60378290385
3,500,0.215,0.825,0.269568044794531,2.62186887035841,-3145.60951824302,-3146.9204526782,0.0556020899150645,1.11213300318359,2,6303.21903648604,6301.8409053564,6328.50668507658,6318.69933775009
3,500,0.215,0.825,0.211860069410979,3.10365854437441,-3179.8580583138,-3181.40988758598,0.0556020899150645,1.11213300318359,2,6371.71611662759,6370.81977517196,6397.00376521812,6387.67820756565
3,500,0.215,0.825,0.287087508103066,2.49593640682906,-3195.92285706047,-3197.17082526388,0.0556020899150645,1.11213300318359,2,6403.84571412094,6402.34165052776,6429.13336271147,6419.20008292145
3,500,0.215,0.825,0.328722522734105,2.22508256004039,-3212.3887655701,-3213.50130685012,0.0556020899150645,1.11213300318359,2,6436.7775311402,6435.00261370024,6462.06517973073,6451.86104609392
3,500,0.215,0.825,0.849396853563042,0.326457530830339,-3140.69636378509,-3140.8595925505,0.0556020899150645,1.11213300318359,2,6293.39272757017,6289.719185101,6318.6803761607,6306.57761749469
3,500,0.215,0.825,0.418844891611061,1.74050922936385,-3182.76652381408,-3183.63677842876,0.0556020899150645,1.11213300318359,2,6377.53304762816,6375.27355685753,6402.8206962187,6392.13198925122
3,500,0.215,0.825,5.58364647062103e-05,19.5861668252992,-3089.72547418127,-3099.51855759392,0.0556020899150645,1.11213300318359,2,6191.45094836254,6207.03711518783,6216.73859695307,6223.89554758152
3,500,0.215,0.825,0.348079433906218,2.11064913380687,-3212.60262335958,-3213.65794792648,0.0556020899150645,1.11213300318359,2,6437.20524671915,6435.31589585296,6462.49289530968,6452.17432824665
3,500,0.215,0.825,0.819743541206069,0.397527484537022,-3048.1630282729,-3048.36179201517,0.0556020899150645,1.11213300318359,2,6108.3260565458,6104.72358403034,6133.61370513634,6121.58201642403
3,500,0.215,0.825,0.810899781240141,0.419221613611626,-3198.91427889319,-3199.1238897,0.0556020899150645,1.11213300318359,2,6409.82855778639,6406.2477794,6435.11620637692,6423.10621179369
3,500,0.215,0.825,0.246546970913605,2.80040550455669,-3199.13642011164,-3200.53662286392,0.0556020899150645,1.11213300318359,2,6410.27284022329,6409.07324572785,6435.56048881382,6425.93167812153
3,500,0.215,0.825,0.404542895837456,1.8099950030728,-3090.7014858018,-3091.60648330334,0.0556020899150645,1.11213300318359,2,6193.40297160361,6191.21296660668,6218.69062019414,6208.07139900037
3,500,0.215,0.825,0.0315631941464109,6.91152715886165,-3198.87364769498,-3202.32941127441,0.0556020899150645,1.11213300318359,2,6409.74729538996,6412.65882254882,6435.0349439805,6429.51725494251
3,500,0.215,0.825,0.0599336339566028,5.62903485932839,-3124.09697567792,-3126.91149310759,0.0556020899150645,1.11213300318359,2,6260.19395135585,6261.82298621517,6285.48159994638,6278.68141860886
3,500,0.215,0.825,0.631170442641209,0.920358675589341,-3146.05734798553,-3146.51752732333,0.0556020899150645,1.11213300318359,2,6304.11469597106,6301.03505464665,6329.4023445616,6317.89348704034
3,500,0.215,0.825,0.821566963550045,0.393083662142999,-3144.53031330977,-3144.72685514084,0.0556020899150645,1.11213300318359,2,6301.06062661954,6297.45371028168,6326.34827521007,6314.31214267537
3,500,0.215,0.825,0.208035518730032,3.14009290146805,-3192.52256715262,-3194.09261360335,0.0556020899150645,1.11213300318359,2,6397.04513430524,6396.1852272067,6422.33278289577,6413.04365960039
3,500,0.215,0.825,0.00027109387202516,16.4260908116548,-3239.85162973898,-3248.06467514481,0.0556020899150645,1.11213300318359,2,6491.70325947796,6504.12935028961,6516.99090806849,6520.9877826833
3,500,0.215,0.825,0.100208547944751,4.60100357028023,-3093.71714095104,-3096.01764273618,0.0556020899150645,1.11213300318359,2,6199.43428190207,6200.03528547236,6224.72193049261,6216.89371786604
3,500,0.215,0.825,0.315806753489382,2.30524958410479,-3214.12259959533,-3215.27522438738,0.0556020899150645,1.11213300318359,2,6440.24519919066,6438.55044877477,6465.5328477812,6455.40888116846
3,500,0.215,0.825,0.110306886683718,4.40897783747187,-3217.49923624679,-3219.70372516552,0.0556020899150645,1.11213300318359,2,6446.99847249358,6447.40745033105,6472.28612108411,6464.26588272474
3,500,0.215,0.825,0.611885652908228,0.982419711160219,-3166.02682873018,-3166.51803858576,0.0556020899150645,1.11213300318359,2,6344.05365746037,6341.03607717153,6369.3413060509,6357.89450956522
3,500,0.215,0.825,0.0586766958231141,5.67142527138458,-3150.81563159968,-3153.65134423537,0.0556020899150645,1.11213300318359,2,6313.63126319935,6315.30268847074,6338.91891178989,6332.16112086443
3,500,0.215,0.825,0.757398126557395,0.555732474071192,-3181.50677281442,-3181.78463905145,0.0556020899150645,1.11213300318359,2,6375.01354562884,6371.56927810291,6400.30119421937,6388.4277104966
3,500,0.215,0.825,0.323473820486694,2.25727418833685,-3184.6803361134,-3185.80897320757,0.0556020899150645,1.11213300318359,2,6381.3606722268,6379.61794641513,6406.64832081733,6396.47637880882
3,500,0.215,0.825,0.0862636294700765,4.90069442542699,-3105.25689413267,-3107.70724134539,0.0556020899150645,1.11213300318359,2,6222.51378826535,6223.41448269078,6247.80143685588,6240.27291508446
3,500,0.215,0.825,0.677647914596447,0.778254851859856,-3181.34319601771,-3181.73232344364,0.0556020899150645,1.11213300318359,2,6374.68639203541,6371.46464688727,6399.97404062595,6388.32307928096
3,500,0.215,0.825,0.825716901969471,0.383006595801817,-3121.26040705433,-3121.45191035223,0.0556020899150645,1.11213300318359,2,6254.52081410866,6250.90382070446,6279.80846269919,6267.76225309815
3,500,0.215,0.825,0.849684098592803,0.325781294581247,-3201.34577095182,-3201.50866159911,0.0556020899150645,1.11213300318359,2,6414.69154190364,6411.01732319822,6439.97919049417,6427.87575559191
3,500,0.215,0.825,0.197313926437066,3.24591856672123,-3171.89902219329,-3173.52198147665,0.0556020899150645,1.11213300318359,2,6355.79804438658,6355.0439629533,6381.08569297711,6371.90239534699
3,500,0.215,0.825,0.944862181400848,0.113432403823026,-3152.85045423826,-3152.90717044017,0.0556020899150645,1.11213300318359,2,6317.70090847652,6313.81434088035,6342.98855706706,6330.67277327404
3,500,0.215,0.825,0.0493414181995013,6.01798284978213,-3105.37426290782,-3108.38325433271,0.0556020899150645,1.11213300318359,2,6222.74852581563,6224.76650866542,6248.03617440617,6241.6249410591
3,500,0.215,0.825,0.237291198622515,2.87693441178635,-3039.67138654511,-3041.109853751,0.0556020899150645,1.11213300318359,2,6091.34277309021,6090.219707502,6116.63042168074,6107.07813989569
3,500,0.215,0.825,0.158568122682524,3.68314196379288,-3178.5262980431,-3180.367869025,0.0556020899150645,1.11213300318359,2,6369.05259608621,6368.73573805,6394.34024467674,6385.59417044369
3,500,0.215,0.825,0.741646177352989,0.597765998944851,-3167.72341541917,-3168.02229841864,0.0556020899150645,1.11213300318359,2,6347.44683083833,6344.04459683728,6372.73447942887,6360.90302923097
3,500,0.215,0.825,0.483415491750716,1.45375752749715,-3141.74992744017,-3142.47680620392,0.0556020899150645,1.11213300318359,2,6295.49985488034,6292.95361240783,6320.78750347087,6309.81204480152
3,500,0.215,0.825,0.0105779887346972,9.09795994262731,-3142.76533271745,-3147.31431268877,0.0556020899150645,1.11213300318359,2,6297.5306654349,6302.62862537753,6322.81831402544,6319.48705777122
3,500,0.215,0.825,0.293830061920599,2.44950739888009,-3215.84561951578,-3217.07037321522,0.0556020899150645,1.11213300318359,2,6443.69123903157,6442.14074643045,6468.9788876221,6458.99917882413
3,500,0.215,0.825,0.431979467069174,1.67875444360016,-3187.23840754368,-3188.07778476548,0.0556020899150645,1.11213300318359,2,6386.47681508736,6384.15556953096,6411.76446367789,6401.01400192465
3,500,0.215,0.825,0.0561000898437951,5.76123572992219,-3136.14938029449,-3139.02999815945,0.0556020899150645,1.11213300318359,2,6284.29876058898,6286.05999631891,6309.58640917952,6302.91842871259
3,500,0.215,0.825,0.167859499392873,3.56925592524294,-3228.08372566799,-3229.86835363061,0.0556020899150645,1.11213300318359,2,6468.16745133598,6467.73670726122,6493.45509992651,6484.59513965491
3,500,0.215,0.825,0.793333336849412,0.46302359310539,-3102.94248275058,-3103.17399454713,0.0556020899150645,1.11213300318359,2,6217.88496550116,6214.34798909426,6243.17261409169,6231.20642148795
3,500,0.215,0.825,0.76819109738294,0.527433504137662,-3242.53827669349,-3242.80199344556,0.0556020899150645,1.11213300318359,2,6497.07655338698,6493.60398689112,6522.36420197752,6510.46241928481
3,500,0.215,0.825,0.342794985100568,2.14124544318747,-3153.20691052538,-3154.27753324698,0.0556020899150645,1.11213300318359,2,6318.41382105076,6316.55506649395,6343.7014696413,6333.41349888764
3,500,0.215,0.825,0.103885670075599,4.52892862147837,-3198.72623376569,-3200.99069807643,0.0556020899150645,1.11213300318359,2,6409.45246753138,6409.98139615286,6434.74011612191,6426.83982854655
3,500,0.215,0.825,0.080416093523267,5.04108190925672,-3131.17635486676,-3133.69689582139,0.0556020899150645,1.11213300318359,2,6274.35270973353,6275.39379164278,6299.64035832406,6292.25222403647
3,500,0.215,0.825,0.901773325062166,0.206784186186269,-3171.04241439662,-3171.14580648971,0.0556020899150645,1.11213300318359,2,6354.08482879324,6350.29161297942,6379.37247738377,6367.15004537311
3,500,0.215,0.825,0.369258569453963,1.99251630022172,-3233.15775529532,-3234.15401344543,0.0556020899150645,1.11213300318359,2,6478.31551059064,6476.30802689086,6503.60315918117,6493.16645928455
3,500,0.215,0.825,0.950086369652378,0.102404766193104,-3148.79002710075,-3148.84122948384,0.0556020899150645,1.11213300318359,2,6309.5800542015,6305.68245896769,6334.86770279203,6322.54089136138
3,500,0.215,0.825,0.36297492784794,2.0268430327842,-3143.78601479598,-3144.79943631237,0.0556020899150645,1.11213300318359,2,6299.57202959196,6297.59887262474,6324.85967818249,6314.45730501843
3,500,0.215,0.825,0.122070277490024,4.20631671019783,-3164.92914744853,-3167.03230580363,0.0556020899150645,1.11213300318359,2,6341.85829489705,6342.06461160725,6367.14594348759,6358.92304400094
3,500,0.215,0.825,0.433649715469542,1.67103635596231,-3014.7606869722,-3015.59620515018,0.0556020899150645,1.11213300318359,2,6041.52137394439,6039.19241030035,6066.80902253492,6056.05084269404
3,500,0.215,0.825,0.478074217947578,1.4759785817414,-3132.12075170126,-3132.85874099213,0.0556020899150645,1.11213300318359,2,6276.24150340252,6273.71748198426,6301.52915199306,6290.57591437795
3,500,0.215,0.825,0.0552876186664002,5.79041257887729,-3080.03733309354,-3082.93253938298,0.0556020899150645,1.11213300318359,2,6172.07466618707,6173.86507876595,6197.36231477761,6190.72351115964
3,500,0.215,0.825,0.740703412644606,0.600309973299773,-3158.49277716094,-3158.79293214759,0.0556020899150645,1.11213300318359,2,6328.98555432187,6325.58586429517,6354.2732029124,6342.44429668886
3,500,0.215,0.825,0.257050013204393,2.71696921822331,-3235.53326627653,-3236.89175088564,0.0556020899150645,1.11213300318359,2,6483.06653255306,6481.78350177128,6508.35418114359,6498.64193416497
3,500,0.215,0.825,0.0198568659640647,7.83841087851943,-3139.04307001945,-3142.96227545871,0.0556020899150645,1.11213300318359,2,6290.08614003889,6293.92455091741,6315.37378862943,6310.7829833111
3,500,0.215,0.825,0.317065632965531,2.29729296496043,-3200.02390313868,-3201.17254962116,0.0556020899150645,1.11213300318359,2,6412.04780627735,6410.34509924231,6437.33545486789,6427.203531636
3,500,0.215,0.825,0.0970039587099201,4.66600697973809,-3191.09621020627,-3193.42921369614,0.0556020899150645,1.11213300318359,2,6394.19242041254,6394.85842739227,6419.48006900307,6411.71685978596
3,500,0.215,0.825,0.892971677582536,0.226400829283193,-3067.82655870316,-3067.93975911781,0.0556020899150645,1.11213300318359,2,6147.65311740633,6143.87951823561,6172.94076599686,6160.7379506293
3,500,0.215,0.825,0.936966115075796,0.130216321207627,-3187.1139290686,-3187.1790372292,0.0556020899150645,1.11213300318359,2,6386.22785813719,6382.3580744584,6411.51550672773,6399.21650685209
3,500,0.215,0.825,0.00732424856527032,9.83312942857447,-3226.02551976086,-3230.94208447515,0.0556020899150645,1.11213300318359,2,6464.05103952173,6469.8841689503,6489.33868811226,6486.74260134399
3,500,0.215,0.825,0.657341089934293,0.839104464908814,-3130.40339517003,-3130.82294740248,0.0556020899150645,1.11213300318359,2,6272.80679034005,6269.64589480496,6298.09443893058,6286.50432719865
3,500,0.215,0.825,0.189940377873494,3.3220901134664,-3116.37064882585,-3118.03169388258,0.0556020899150645,1.11213300318359,2,6244.7412976517,6244.06338776517,6270.02894624224,6260.92182015886
3,500,0.215,0.825,0.935280849781944,0.133816841396765,-3145.86885592523,-3145.93576434592,0.0556020899150645,1.11213300318359,2,6303.73771185045,6299.87152869185,6329.02536044098,6316.72996108554
3,500,0.215,0.825,0.0820445114657731,5.00098671247906,-3205.25866419023,-3207.75915754647,0.0556020899150645,1.11213300318359,2,6422.51732838046,6423.51831509293,6447.80497697099,6440.37674748662
3,500,0.215,0.825,0.0603126387906851,5.61642719738575,-3127.94296685433,-3130.75118045302,0.0556020899150645,1.11213300318359,2,6267.88593370865,6269.50236090604,6293.17358229918,6286.36079329972
3,500,0.215,0.825,0.599275415241124,1.0240679896342,-3184.84199676552,-3185.35403076033,0.0556020899150645,1.11213300318359,2,6381.68399353103,6378.70806152067,6406.97164212157,6395.56649391436
3,500,0.215,0.825,0.385190331636042,1.90803539793615,-3156.80133346775,-3157.75535116672,0.0556020899150645,1.11213300318359,2,6325.6026669355,6323.51070233343,6350.89031552603,6340.36913472712
