"n","target_cv","actual_cv","maxmin_ratio","p","q","p_value","Lambda","loglik_F","loglik_R","aic_F","aic_R","bic_F","bic_R"
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.316840735478526,4.72369277138205,-61938.0411318976,-61940.4029782833,123896.082263795,123892.805956567,123968.185667515,123936.067998798
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00246419013667832,16.4563014927262,-61974.0740667399,-61982.3022174863,123968.14813348,123976.604434973,124040.2515372,124019.866477204
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0251759244996553,11.1267430878361,-61686.6539797838,-61692.2173513277,123393.307959568,123396.434702655,123465.411363287,123439.696744887
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00150372847338949,17.5603276856273,-62091.3047232093,-62100.0848870521,124202.609446419,124212.169774104,124274.712850138,124255.431816336
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00115859080357514,18.1402476831863,-61699.9218184424,-61708.991942284,123419.843636885,123429.983884568,123491.947040605,123473.2459268
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,8.45411816391583e-06,28.8325620799878,-61885.1565535407,-61899.5728345807,123790.313107081,123811.145669161,123862.416510801,123854.407711393
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,2.09257272370608e-05,26.8897411215585,-62057.2224891794,-62070.6673597402,124134.444978359,124153.33471948,124206.548382079,124196.596761712
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00475701273651047,14.9732540330151,-62042.9326610074,-62050.4192880239,124105.865322015,124112.838576048,124177.968725735,124156.10061828
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,2.19533222611498e-06,31.7075007462699,-61927.5642738385,-61943.4180242116,123875.128547677,123898.836048423,123947.231951397,123942.098090655
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00360210454900473,15.6022309598338,-62065.6289933621,-62073.430108842,124151.257986724,124158.860217684,124223.361390444,124202.122259916
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0111264832436299,13.030757051718,-62028.8737177532,-62035.3890962791,124077.747435506,124082.778192558,124149.850839226,124126.04023479
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0183135299552444,11.8739639067935,-62098.2736712753,-62104.2106532287,124216.547342551,124220.421306457,124288.65074627,124263.683348689
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0152223404141623,12.3048909820645,-62013.4947187155,-62019.6471642066,124046.989437431,124051.294328413,124119.092841151,124094.556370645
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.164170747439966,6.50985100759135,-62375.1717316601,-62378.4266571639,124770.34346332,124768.853314328,124842.44686704,124812.11535656
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.453308602540067,3.66451110609341,-61813.7647926714,-61815.5970482245,123647.529585343,123643.194096449,123719.632989063,123686.456138681
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,9.87699182208728e-06,28.499747582071,-61798.0644482761,-61812.3143220671,123616.128896552,123636.628644134,123688.232300272,123679.890686366
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0104611241719917,13.1729071735899,-61685.3837046684,-61691.9701582552,123390.767409337,123395.94031651,123462.870813057,123439.202358742
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,7.32657501481457e-05,24.1870719727303,-61910.9324337679,-61923.0259697543,123841.864867536,123858.051939509,123913.968271256,123901.31398174
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,3.16969444883852e-05,25.9964409666136,-61984.1135340714,-61997.1117545547,123988.227068143,124006.223509109,124060.330471863,124049.485551341
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00200538813204951,16.9177412982535,-61854.4542298744,-61862.9131005235,123728.908459749,123737.826201047,123801.011863469,123781.088243279
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,3.4992211377632e-06,30.7153337089985,-62346.1580920351,-62361.5157588896,124712.31618407,124735.031517779,124784.41958779,124778.293560011
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,5.29539431962793e-06,29.8319957405038,-62191.7632293481,-62206.6792272184,124403.526458696,124425.358454437,124475.629862416,124468.620496669
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0588222349315127,9.09276198403677,-61899.2396718068,-61903.7860527988,123818.479343614,123819.572105598,123890.582747333,123862.834147829
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,8.86560689694157e-07,33.6320279356878,-61716.3182235961,-61733.1342375639,123452.636447192,123478.268475128,123524.739850912,123521.53051736
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0652878510058759,8.8376581210905,-61908.2280452971,-61912.6468743576,123836.456090594,123837.293748715,123908.559494314,123880.555790947
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.000783297134271847,19.0074575338222,-61605.6919652987,-61615.1956940657,123231.383930597,123242.391388131,123303.487334317,123285.653430363
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00370006377459193,15.541675047265,-62215.6464969295,-62223.4173344531,124451.292993859,124458.834668906,124523.396397579,124502.096711138
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,1.76867634642335e-05,27.2509154287254,-61467.0698605447,-61480.695318259,122954.139721089,122973.390636518,123026.243124809,123016.65267875
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,4.31914681354246e-05,25.3293642741919,-62010.4200769389,-62023.084759076,124040.840153878,124058.169518152,124112.943557598,124101.431560384
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0329193465048156,10.4911332533957,-61752.8848452975,-61758.1304119242,123525.769690595,123528.260823848,123597.873094315,123571.52286608
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,4.86493725882241e-05,25.0724847057572,-62027.733061972,-62040.2693043249,124075.466123944,124092.53860865,124147.569527664,124135.800650882
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,8.3110781959056e-05,23.9139399675187,-62030.4055273009,-62042.3624972847,124080.811054602,124096.724994569,124152.914458322,124139.987036801
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,1.45091506287036e-06,32.5873116853763,-62040.4453381197,-62056.7389939624,124100.890676239,124125.477987925,124172.994079959,124168.740030157
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.000205033467570364,21.9503458377876,-61768.2617287714,-61779.2369016903,123556.523457543,123570.473803381,123628.626861263,123613.735845612
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00780256289406977,13.8461669632816,-61995.5919639624,-62002.5150474441,124011.183927925,124017.030094888,124083.287331645,124060.29213712
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,1.08970787379693e-06,33.1946983584348,-62227.1688927499,-62243.7662419291,124474.3377855,124499.532483858,124546.44118922,124542.79452609
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,6.4512158724213e-05,24.4624746878981,-62010.9952275905,-62023.2264649345,124041.990455181,124058.452929869,124114.093858901,124101.714972101
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0116874081756553,12.9172253371798,-62230.5812693739,-62237.0398820425,124481.162538748,124486.079764085,124553.265942468,124529.341806317
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.000276952167864864,21.2933751109085,-62101.3199147069,-62111.9666022624,124222.639829414,124235.933204525,124294.743233134,124279.195246757
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.000448109015862655,20.2382843158994,-62094.4054714961,-62104.524613654,124208.810942992,124221.049227308,124280.914346712,124264.31126954
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.000270573450124556,21.3443494884414,-62144.8116248899,-62155.4837996341,124309.62324978,124322.967599268,124381.7266535,124366.2296415
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00228347051280467,16.6270533235365,-61635.9809109711,-61644.2944376328,123291.961821942,123300.588875266,123364.065225662,123343.850917498
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,3.2680224139524e-06,30.8609252209571,-61945.3006557714,-61960.7311183818,123910.601311543,123933.462236764,123982.704715263,123976.724278996
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.114911477019902,7.42833004596469,-61710.3003490363,-61714.0145140593,123440.600698073,123440.029028119,123512.704101792,123483.29107035
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0408845815417202,9.97302209140616,-62221.4429375431,-62226.4294485888,124462.885875086,124464.858897178,124534.989278806,124508.12093941
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.000186367389121726,22.1585648192995,-62030.8991436968,-62041.9784261065,124081.798287394,124095.956852213,124153.901691113,124139.218894445
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0918813299163393,7.99173749418696,-61803.2463845352,-61807.2422532823,123626.49276907,123626.484506565,123698.59617279,123669.746548796
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0183753558728521,11.8660876102658,-62081.3427079678,-62087.2757517729,124182.685415936,124186.551503546,124254.788819655,124229.813545778
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,3.30014467615543e-05,25.9095627104398,-62058.9659975211,-62071.9207788763,124137.931995042,124155.841557753,124210.035398762,124199.103599984
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00204447816142082,16.874561124976,-61966.8088662122,-61975.2461467747,123953.617732424,123962.492293549,124025.721136144,124005.754335781
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0013803626853932,17.7509242077213,-62201.5174689089,-62210.3929310128,124423.034937818,124432.785862026,124495.138341538,124476.047904257
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00803209921669967,13.7797835648089,-61766.3501669918,-61773.2400587742,123552.700333984,123558.480117548,123624.803737703,123601.74215978
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0729298345788144,8.56538717374497,-62144.9106979211,-62149.193391508,124309.821395842,124310.386783016,124381.924799562,124353.648825248
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0905947875754148,8.0269821966067,-61782.9628700129,-61786.9763611112,123585.925740026,123585.952722222,123658.029143746,123629.214764454
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00185401540794767,17.093170000313,-61918.4233469296,-61926.9699319298,123856.846693859,123865.93986386,123928.950097579,123909.201906091
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,3.54821097337216e-06,30.6857160319632,-62003.176255594,-62018.51911361,124026.352511188,124049.03822722,124098.455914908,124092.300269452
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0604938301175774,9.02434556011576,-61784.1938716591,-61788.7060444392,123588.387743318,123589.412088878,123660.491147038,123632.67413111
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,3.54291475090817e-05,25.7566046766588,-62252.8546889847,-62265.732991323,124525.709377969,124543.465982646,124597.812781689,124586.728024878
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00325376019531229,15.8315300592949,-61827.6283779632,-61835.5441429929,123675.256755926,123683.088285986,123747.360159646,123726.350328218
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.000707558063516435,19.2321173771343,-61877.763287746,-61887.3793464346,123775.526575492,123786.758692869,123847.629979212,123830.020735101
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,8.29997275008235e-06,28.8719161048939,-62157.4846026888,-62171.9205607412,124334.969205378,124355.841121482,124407.072609097,124399.103163714
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.000364817148003472,20.6897618316725,-62042.2034743777,-62052.5483552936,124104.406948755,124117.096710587,124176.510352475,124160.358752819
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0388450945894542,10.095763050238,-62114.6935934628,-62119.7414749879,124249.387186926,124251.482949976,124321.490590645,124294.744992208
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0280337235770828,10.8726021806215,-61906.5829637565,-61912.0192648468,123833.165927513,123836.038529694,123905.269331233,123879.300571925
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00917935974296066,13.4735678138095,-61959.0940599373,-61965.8308438442,123938.188119875,123943.661687688,124010.291523594,123986.92372992
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.000229750956842531,21.7018402920949,-62015.4621488972,-62026.3130690432,124050.924297794,124064.626138086,124123.027701514,124107.888180318
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0031867507721499,15.8783989815129,-61890.1322609135,-61898.0714604043,123800.264521827,123808.142920809,123872.367925547,123851.40496304
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00282381566950719,16.1504261916562,-62322.8909974434,-62330.9662105392,124665.781994887,124673.932421078,124737.885398607,124717.19446331
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.032995081954776,10.4856608704431,-61842.8448284479,-61848.0876588831,123705.689656896,123708.175317766,123777.793060616,123751.437359998
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0375969441713712,10.1739709313406,-61721.1828639336,-61726.2698493992,123462.365727867,123464.539698798,123534.469131587,123507.80174103
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0347232375333868,10.3639713454759,-61643.8637603322,-61649.0457460049,123307.727520664,123310.09149201,123379.830924384,123353.353534242
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00141660101875979,17.6932470668398,-62150.6590516431,-62159.5056751765,124321.318103286,124331.011350353,124393.421507006,124374.273392585
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00324230628940777,15.8394736543123,-61654.4795612406,-61662.3992980677,123328.959122481,123336.798596135,123401.062526201,123380.060638367
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.10741919259548,7.59907113456575,-62266.3980579977,-62270.197593565,124552.796115995,124552.39518713,124624.899519715,124595.657229362
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,2.58825437363462e-05,26.4326666849665,-61637.3836058056,-61650.5999391481,123294.767211611,123313.199878296,123366.870615331,123356.461920528
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.000973273924102985,18.5268646134646,-62152.0882976663,-62161.351729973,124324.176595333,124334.703459946,124396.279999052,124377.965502178
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0640612358647774,8.88415309869742,-61562.1989880621,-61566.6410646115,123144.397976124,123145.282129223,123216.501379844,123188.544171455
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0424887265451563,9.88054260416538,-61910.4286791717,-61915.3689504738,123840.857358343,123842.737900948,123912.960762063,123885.999943179
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,6.60093501566047e-05,24.4128340103052,-61851.5612226236,-61863.7676396288,123723.122445247,123739.535279258,123795.225848967,123782.797321489
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,1.64204451980583e-06,32.3245650683384,-61925.0289309043,-61941.1912134385,123870.057861809,123894.382426877,123942.161265528,123937.644469109
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00263756593721473,16.3037108343269,-62028.9928296739,-62037.144685091,124077.985659348,124086.289370182,124150.089063068,124129.551412414
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,3.01307221299573e-05,26.1055717973941,-62069.1099095305,-62082.1626954292,124158.219819061,124176.325390858,124230.323222781,124219.58743309
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00359877650789149,15.6043166067248,-62187.5516644651,-62195.3538227684,124395.10332893,124402.707645537,124467.20673265,124445.969687769
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.000948958949403017,18.5829187640775,-61830.1334526761,-61839.4249120582,123680.266905352,123690.849824116,123752.370309072,123734.111866348
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0340858927403525,10.4081571938004,-61979.296631512,-61984.5007101089,123978.593263024,123981.001420218,124050.696666744,124024.26346245
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0118837024206308,12.8787481560867,-62347.3934616008,-62353.8328356788,124714.786923202,124719.665671358,124786.890326921,124762.92771359
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,2.27351446512158e-06,31.6330940922053,-61956.3908930024,-61972.2074400485,123932.781786005,123956.414880097,124004.885189725,123999.676922329
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,2.44482591066378e-05,26.5552933853178,-62033.7305612556,-62047.0082079483,124087.461122511,124106.016415897,124159.564526231,124149.278458128
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00201835027991724,16.9033315898414,-62069.3561177811,-62077.807783576,124158.712235562,124167.615567152,124230.815639282,124210.877609384
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.186053919791659,6.18069813874899,-61852.8410390844,-61855.9313881538,123725.682078169,123723.862776308,123797.785481889,123767.124818539
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,4.05337519243165e-05,25.4663823313895,-62251.17265835,-62263.9058495157,124522.3453167,124539.811699031,124594.44872042,124583.073741263
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.000512598584613144,19.9426006106805,-62275.480731809,-62285.4520321144,124570.961463618,124582.904064229,124643.064867338,124626.166106461
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00248066858905328,16.4413509154401,-61984.0776136145,-61992.2982890722,123988.155227229,123996.596578144,124060.258630949,124039.858620376
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.000760655573288302,19.0722825460543,-61733.3942975782,-61742.9304388512,123486.788595156,123497.860877702,123558.891998876,123541.122919934
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,2.61667569676417e-06,31.3340778305574,-61913.6162281275,-61929.2832670428,123847.232456255,123870.566534086,123919.335859975,123913.828576317
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.111964955103129,7.49420826710411,-61720.409392273,-61724.1564964066,123460.818784546,123460.312992813,123532.922188266,123503.575035045
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0710478210563771,8.62984012957895,-62102.0829929182,-62106.3979129829,124224.165985836,124224.795825966,124296.269389556,124268.057868198
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,2.67520086942e-06,31.2870124242472,-62115.1747337736,-62130.8182399857,124250.349467547,124273.636479971,124322.452871267,124316.898522203
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.000255216541716769,21.4721294956107,-61863.6653083148,-61874.4013730626,123747.33061663,123760.802746125,123819.434020349,123804.064788357
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00256477364437335,16.3665364143817,-62245.408294435,-62253.5915626422,124510.81658887,124519.183125284,124582.91999259,124562.445167516
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.000192853523610895,22.0839566855866,-61831.9048621036,-61842.9468404464,123683.809724207,123697.893680893,123755.913127927,123741.155723125
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.000248178256675302,21.5332618626999,-62403.2774271253,-62414.0440580567,124826.554854251,124840.088116113,124898.65825797,124883.350158345
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0252667677953334,11.1182440592092,-61842.1086129133,-61847.6677349429,123704.217225827,123707.335469886,123776.320629546,123750.597512118
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00942958466281231,13.4117758609937,-62099.2124720477,-62105.9183599782,124218.424944095,124223.836719956,124290.528347815,124267.098762188
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,1.97324031049238e-05,27.015889734088,-62074.8333627505,-62088.3413076176,124169.666725501,124188.682615235,124241.770129221,124231.944657467
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0101380497531692,13.2451473998372,-62222.8126446165,-62229.4352183164,124465.625289233,124470.870436633,124537.728692953,124514.132478865
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0100673472929874,13.2612564195006,-62096.2018674911,-62102.8324957009,124212.403734982,124217.664991402,124284.507138702,124260.927033634
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0048993967939403,14.9063733529474,-62106.2125448431,-62113.6657315196,124232.425089686,124239.331463039,124304.528493406,124282.593505271
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00283336809412422,16.1428353868105,-61941.8455696747,-61949.9169873681,123903.691139349,123911.833974736,123975.794543069,123955.096016968
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.000766566338761262,19.0551772283652,-61677.0967315787,-61686.6243201929,123374.193463157,123385.248640386,123446.296866877,123428.510682618
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,6.07363939424155e-05,24.5929314690438,-61882.3529818967,-61894.6494476312,123784.705963793,123801.298895262,123856.809367513,123844.560937494
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00048690200646588,20.0557474314846,-62320.9975826757,-62331.0254563915,124661.995165351,124674.050912783,124734.098569071,124717.312955015
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,1.86309011197663e-05,27.139256200142,-61573.9704864826,-61587.5401145827,123167.940972965,123187.080229165,123240.044376685,123230.342271397
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,3.40633009237788e-05,25.8413287054282,-61965.7813746115,-61978.7020389642,123951.562749223,123969.404077928,124023.666152943,124012.66612016
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,5.95615006223234e-07,34.4742620463949,-61664.4600943866,-61681.6972254098,123348.920188773,123375.39445082,123421.023592493,123418.656493052
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,3.94194756213858e-05,25.5265055107011,-61808.8364260357,-61821.5996787911,123637.672852071,123655.199357582,123709.776255791,123698.461399814
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0079925639051272,13.7910839492106,-61826.731546872,-61833.6270888466,123673.463093744,123679.254177693,123745.566497464,123722.516219925
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0159727167183078,12.1929416172497,-62144.0347339518,-62150.1312047605,124308.069467904,124312.262409521,124380.172871623,124355.524451753
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.000302820732687669,21.0979308570095,-62108.7574719708,-62119.3064373993,124237.514943942,124250.612874799,124309.618347661,124293.87491703
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0177566354583214,11.94609701843,-62038.3778329487,-62044.3508814579,124096.755665897,124100.701762916,124168.859069617,124143.963805148
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0119691407753437,12.8621940832236,-62171.74830225,-62178.1793992917,124363.4966045,124368.358798583,124435.60000822,124411.620840815
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0703561262053986,8.65393510913418,-61701.6528844926,-61705.9798520472,123423.305768985,123423.959704094,123495.409172705,123467.221746326
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,3.22984930402495e-06,30.8859466167341,-61694.3625660049,-61709.8055393133,123408.72513201,123431.611078627,123480.82853573,123474.873120858
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0124354141383726,12.7738348340208,-62010.3558692415,-62016.7427866585,124040.711738483,124045.485573317,124112.815142203,124088.747615549
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.000597028837819643,19.6068133135122,-62172.1815877059,-62181.9849943627,124364.363175412,124375.969988725,124436.466579132,124419.232030957
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00446932820462639,15.1146042830806,-62101.4345385045,-62108.9918406461,124222.869077009,124229.983681292,124294.972480729,124273.245723524
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0005884210584268,19.638818950727,-62170.7221180213,-62180.5415274967,124361.444236043,124373.083054993,124433.547639762,124416.345097225
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.000202458593580831,21.9779230434506,-62075.105246361,-62086.0942078827,124170.210492722,124184.188415765,124242.313896442,124227.450457997
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0113510842668621,12.9846411664766,-61992.8946710679,-61999.3869916511,124005.789342136,124010.773983302,124077.892745855,124054.036025534
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00669836732272366,14.194878694354,-61812.0012965695,-61819.0987359166,123644.002593139,123650.197471833,123716.105996859,123693.459514065
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0258139976475371,11.0676639784797,-61992.3641304327,-61997.8979624219,124004.728260865,124007.795924844,124076.831664585,124051.057967076
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00201510110803049,16.9069350281352,-61908.3642202555,-61916.8176877696,123836.728440511,123845.635375539,123908.831844231,123888.897417771
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,7.90946789592477e-06,28.9749642842944,-62275.0031239146,-62289.4906060567,124570.006247829,124590.981212113,124642.109651549,124634.243254345
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,4.63632016499294e-05,25.1764134936966,-61685.799516491,-61698.3877232378,123391.599032982,123408.775446476,123463.702436702,123452.037488708
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,1.0580909176731e-05,28.3523734783084,-61745.3824934739,-61759.5586802131,123510.764986948,123531.117360426,123582.868390668,123574.379402658
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00153951252947961,17.5079262583458,-62048.0251005095,-62056.7790636387,124116.050201019,124125.558127277,124188.153604739,124168.820169509
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.000660649238708821,19.3835219035973,-61538.3783784189,-61548.0701393707,123096.756756838,123108.140278741,123168.860160558,123151.402320973
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,6.24220004284501e-05,24.5337242614914,-61845.0402208541,-61857.3070829849,123710.080441708,123726.61416597,123782.183845428,123769.876208202
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.014256664907209,12.4571446385671,-62158.8045970905,-62165.0331694098,124337.609194181,124342.06633882,124409.712597901,124385.328381051
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0044141959571402,15.142710922577,-62019.4904328875,-62027.0617883488,124058.980865775,124066.123576698,124131.084269495,124109.385618929
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.00482167939259302,14.9426384819672,-61730.4763640786,-61737.9476833196,123480.952728157,123487.895366639,123553.056131877,123531.157408871
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,2.12937639744179e-05,26.8522759986372,-61928.9519661658,-61942.3781041651,123877.903932332,123896.75620833,123950.007336051,123940.018250562
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.000347920634311247,20.7937507926254,-62212.970591791,-62223.3674671873,124445.941183582,124458.734934375,124518.044587302,124501.996976606
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.0148160696861366,12.3677658660017,-62083.8340561991,-62090.0179391321,124187.668112398,124192.035878264,124259.771516118,124235.297920496
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,1.32755547041176e-06,32.7758973191376,-61817.5924393756,-61833.9803880352,123655.184878751,123679.96077607,123727.288282471,123723.222818302
10000,0.04,0.0547722557505166,1.14887868228046,0.215,0.825,0.000240963517453016,21.5977373339847,-61962.436428383,-61973.23529705,123944.872856766,123958.4705941,124016.976260486,124001.732636332
