"n","pmask","q","p.value","Lambda","loglik.F","loglik.R"
100,0.215,0.825,0.827878119891391,1.49301459379808,-603.958954970704,-604.705462267603
50,0.215,0.825,0.110731968721669,7.52225425033089,-321.442830104977,-325.203957230142
60,0.215,0.825,0.124659222215808,7.22101991526552,-358.477763672439,-362.088273630072
70,0.215,0.825,0.998206858595621,0.122229759633683,-439.278641822868,-439.339756702685
80,0.215,0.825,0.575954210829588,2.89261283955727,-472.846930125756,-474.293236545535
90,0.215,0.825,0.707807194170144,2.1521023027874,-573.75573097757,-574.831782128964
100,0.215,0.825,0.438791809306394,3.76465758586573,-585.369608752708,-587.251937545641
50,0.215,0.825,0.864035744640124,1.28428720743102,-302.314596092399,-302.956739696114
60,0.215,0.825,0.0655313016974072,8.82852877138021,-377.832888606411,-382.247152992101
70,0.215,0.825,0.15541694338123,6.65274694393656,-447.290736726047,-450.617110198015
80,0.215,0.825,0.131562796378284,7.08307272627042,-479.561746363742,-483.103282726878
90,0.215,0.825,0.137497017180719,6.96972086278492,-542.606676231117,-546.091536662509
100,0.215,0.825,0.521755292678156,3.21969785163856,-637.544953057799,-639.154801983618
50,0.215,0.825,0.502217227106103,3.3425609201812,-290.348207099942,-292.019487560033
60,0.215,0.825,0.00444456680237437,15.1271853594532,-393.456213170175,-401.019805849902
70,0.215,0.825,0.140305760520657,6.91762811733497,-386.555317426258,-390.014131484926
80,0.215,0.825,0.764218570564485,1.84511614419944,-474.066789315608,-474.989347387708
90,0.215,0.825,0.845833064582985,1.39056575901395,-569.174497936893,-569.8697808164
100,0.215,0.825,0.599465981376699,2.75591664655326,-644.279031207031,-645.656989530307
50,0.215,0.825,0.740973282414188,1.97165062598845,-327.152288131769,-328.138113444764
60,0.215,0.825,0.310814516518649,4.77826625847251,-404.915323152112,-407.304456281348
70,0.215,0.825,0.00793781314076716,13.8068240680088,-437.78684387592,-444.690255909924
80,0.215,0.825,0.571041302303157,2.92153342262225,-464.267962518216,-465.728729229527
90,0.215,0.825,0.958420602847826,0.640826998704142,-554.653758415582,-554.974171914934
100,0.215,0.825,0.338535180866746,4.53399825046085,-601.805585370123,-604.072584495353
50,0.215,0.825,0.977831058199962,0.453897633114252,-309.440297137502,-309.667245954059
60,0.215,0.825,0.520225419272789,3.22921355356038,-364.942204429583,-366.556811206363
70,0.215,0.825,0.484291881649764,3.45800863209683,-418.024158097637,-419.753162413685
80,0.215,0.825,0.194337901456074,6.06511543882175,-485.36731442843,-488.39987214784
90,0.215,0.825,0.0850001584553757,8.18592336531128,-515.645383520592,-519.738345203247
100,0.215,0.825,0.847443183197714,1.38127333143734,-628.704158036577,-629.394794702295
50,0.215,0.825,0.377425704021386,4.21706438104002,-296.625058479287,-298.733590669807
60,0.215,0.825,0.250182917985984,5.38326288472558,-353.088221325052,-355.779852767415
70,0.215,0.825,0.350335112531039,4.43491230000745,-423.447795320495,-425.665251470499
80,0.215,0.825,0.0262602853926217,11.0271759968635,-495.722271089992,-501.235859088424
90,0.215,0.825,0.729275773272991,2.035247643807,-570.319284381251,-571.336908203155
100,0.215,0.825,0.781704310918505,1.74951734333126,-605.938479769095,-606.81323844076
50,0.215,0.825,0.146276049844042,6.80999986940969,-323.981416512557,-327.386416447262
60,0.215,0.825,0.717273919276501,2.10053597032459,-366.830072359266,-367.880340344429
70,0.215,0.825,0.29206683407068,4.95383849385837,-452.498863771684,-454.975783018613
80,0.215,0.825,0.419282916324842,3.90306922250693,-490.098841398999,-492.050376010253
90,0.215,0.825,0.58624179039537,2.83246490376177,-563.25563762078,-564.671870072661
100,0.215,0.825,0.0348414774500911,10.355859964403,-594.411209664706,-599.589139646908
50,0.215,0.825,0.421987017428493,3.88360717712294,-315.469970792623,-317.411774381184
60,0.215,0.825,0.713374628907122,2.12176639651273,-357.434264610285,-358.495147808541
70,0.215,0.825,0.179984263278122,6.26834643956329,-439.594941986756,-442.729115206538
80,0.215,0.825,0.671542535521882,2.35076474878952,-495.616632800339,-496.792015174734
90,0.215,0.825,0.897079595761785,1.08224062746331,-566.093908293185,-566.635028606917
100,0.215,0.825,0.970729244256367,0.527894538307919,-597.853134126509,-598.117081395663
50,0.215,0.825,0.711716348677841,2.13079901476033,-322.620678716426,-323.686078223806
60,0.215,0.825,0.78627470280922,1.72443299077497,-368.488053762343,-369.350270257731
70,0.215,0.825,0.283906316963225,5.0332155912389,-417.077817190878,-419.594424986498
80,0.215,0.825,0.399679996855308,4.04701841037149,-500.059198757788,-502.082707962974
90,0.215,0.825,0.602373443737925,2.73919602794285,-569.660669261734,-571.030267275705
100,0.215,0.825,0.164259699657552,6.50843477240073,-625.022974049669,-628.277191435869
50,0.215,0.825,0.0476117498323064,9.60612257980813,-293.573100144861,-298.376161434765
60,0.215,0.825,0.156155266110627,6.64041605302327,-386.058456638299,-389.37866466481
70,0.215,0.825,0.366925934719682,4.29999330994031,-431.933742241995,-434.083738896965
80,0.215,0.825,0.680476541837958,2.30160671101578,-486.777901548801,-487.928704904309
90,0.215,0.825,0.299308072888608,4.88494318221524,-543.34734803216,-545.789819623268
100,0.215,0.825,0.964509598652823,0.586887321688437,-634.743711103233,-635.037154764077
50,0.215,0.825,0.344666343961288,4.48217462543107,-282.117477128343,-284.358564441058
60,0.215,0.825,8.3162185037784e-05,23.9125999491771,-376.824380731765,-388.780680706354
70,0.215,0.825,0.713039173506757,2.12359342100262,-466.470485110696,-467.532281821197
80,0.215,0.825,0.356432021867257,4.38475551347392,-467.856458880649,-470.048836637386
90,0.215,0.825,0.541594433722158,3.09779910629845,-566.101897927776,-567.650797480926
100,0.215,0.825,0.935785369462596,0.819716860157087,-599.869724315964,-600.279582746042
50,0.215,0.825,0.153110184932546,6.69161900334666,-297.635824474243,-300.981633975916
60,0.215,0.825,0.559224344648282,2.99164629620566,-372.306419838489,-373.802242986592
70,0.215,0.825,0.157163948209394,6.62365523577614,-409.818177780636,-413.130005398524
80,0.215,0.825,0.0110368992588858,13.04940480806,-462.66544759949,-469.19015000352
90,0.215,0.825,0.0687259711077107,8.711620166373,-573.517330236798,-577.873140319985
100,0.215,0.825,0.560940910318822,2.98141170804661,-624.472422827316,-625.963128681339
50,0.215,0.825,0.13295174632281,7.05612671982158,-325.749923277355,-329.277986637266
60,0.215,0.825,0.0177174545751082,11.9512544839043,-354.242311544327,-360.21793878628
70,0.215,0.825,0.507241157327904,3.31068461904817,-451.007862822968,-452.663205132492
80,0.215,0.825,0.461394620200554,3.60970514285657,-492.739557755087,-494.544410326515
90,0.215,0.825,0.184003029639214,6.21002326557618,-578.04025571312,-581.145267345908
100,0.215,0.825,0.680748760498155,2.30011146356105,-638.93693707353,-640.086992805311
50,0.215,0.825,0.588966493506501,2.81662424349372,-317.447745940333,-318.85605806208
60,0.215,0.825,0.919737738797339,0.933284943115382,-366.734737836173,-367.201380307731
70,0.215,0.825,0.872088788779926,1.23628722358364,-404.396109046887,-405.014252658679
80,0.215,0.825,0.0977535383288225,7.8365217383481,-487.878090558126,-491.7963514273
90,0.215,0.825,0.0087374310447712,13.5868373643164,-539.361558115589,-546.154976797747
100,0.215,0.825,0.0493439680589442,9.51970285837297,-648.199350284576,-652.959201713762
50,0.215,0.825,0.517471695140759,3.24638512333672,-288.968466255785,-290.591658817453
60,0.215,0.825,0.66742602311025,2.37347473726265,-366.762981432363,-367.949718800994
70,0.215,0.825,0.442628966707059,3.7379599162382,-436.513300818365,-438.382280776484
80,0.215,0.825,0.170046042162646,6.41776687663378,-473.830084158542,-477.038967596859
90,0.215,0.825,0.21263982152038,5.82454884360754,-552.531606030286,-555.44388045209
100,0.215,0.825,0.096009105684894,7.88169905292489,-613.890320922234,-617.831170448697
50,0.215,0.825,0.124210857613782,7.2302210108079,-278.148652395753,-281.763762901157
60,0.215,0.825,0.821949551995413,1.52643048643381,-372.9627695067,-373.725984749917
70,0.215,0.825,0.525076964820478,3.19909603652661,-395.475562691259,-397.075110709523
80,0.215,0.825,0.818738923852765,1.54445385339227,-466.785476440471,-467.557703367167
90,0.215,0.825,0.471467863792192,3.54235236129193,-572.144247231517,-573.915423412163
100,0.215,0.825,0.71016353002269,2.13925945370329,-651.770074410795,-652.839704137646
50,0.215,0.825,0.692070514457429,2.23804434289593,-277.22865817007,-278.347680341518
60,0.215,0.825,0.362672343109346,4.33411766503991,-349.510254361206,-351.677313193726
70,0.215,0.825,0.463523585033556,3.59538649681861,-432.604252705758,-434.401945954167
80,0.215,0.825,0.106144281271041,7.62922255309059,-488.144364014216,-491.958975290762
90,0.215,0.825,0.0813824945758821,8.29402259894096,-571.567787351979,-575.71479865145
100,0.215,0.825,0.637217731928427,2.54151446290712,-642.044938333487,-643.31569556494
50,0.215,0.825,0.984243455564786,0.377932253959557,-298.681694284376,-298.870660411355
60,0.215,0.825,0.78774071615214,1.71637644616089,-343.052591495586,-343.910779718666
70,0.215,0.825,0.160413806699155,6.57031061219925,-443.524507811468,-446.809663117568
80,0.215,0.825,0.253910707043564,5.3426506958989,-509.721109461873,-512.392434809823
90,0.215,0.825,0.43461802939911,3.79388835197233,-514.765979971276,-516.662924147262
100,0.215,0.825,0.760063882498142,1.86776472495239,-551.241284074951,-552.175166437427
50,0.215,0.825,0.035138048314841,10.3356309078612,-290.844151190771,-296.011966644702
60,0.215,0.825,0.925793372496074,0.891386003009302,-359.864343344725,-360.31003634623
70,0.215,0.825,0.327197227216721,4.63186078990645,-419.485926661514,-421.801857056467
80,0.215,0.825,0.491420542326474,3.41176697601168,-447.753243143116,-449.459126631122
90,0.215,0.825,0.903194351543659,1.04308291650818,-552.59821259218,-553.119754050434
100,0.215,0.825,0.917883169945783,0.94591466799443,-595.087746051379,-595.560703385376
50,0.215,0.825,0.337862776391466,4.53972755853283,-317.813685517756,-320.083549297022
60,0.215,0.825,0.336922800954335,4.54775216191877,-375.826778613378,-378.100654694337
70,0.215,0.825,0.769684560279707,1.81528582616124,-426.180000776545,-427.087643689626
80,0.215,0.825,0.513507423338191,3.27120532863091,-491.814237536635,-493.44984020095
90,0.215,0.825,0.837590503454558,1.43785025213447,-560.19565144326,-560.914576569328
100,0.215,0.825,0.774512633878559,1.7888994319328,-588.613678021096,-589.508127737062
50,0.215,0.825,0.644181825209986,2.50253552673746,-293.095771051856,-294.347038815225
60,0.215,0.825,0.229834303052492,5.61464591512402,-400.319359399249,-403.126682356811
70,0.215,0.825,0.050834982480589,9.44760836158616,-421.441713518847,-426.16551769964
80,0.215,0.825,0.986345997211236,0.350217801825806,-499.968697022476,-500.143805923389
90,0.215,0.825,0.985321744496179,0.363934607985357,-577.743515895269,-577.925483199262
100,0.215,0.825,0.0530806005987822,9.34275084343426,-587.515264194787,-592.186639616504
50,0.215,0.825,0.622859661285296,2.62240323809215,-309.659584684037,-310.970786303083
60,0.215,0.825,0.306812948714053,4.81498836354535,-382.003709743925,-384.411203925698
70,0.215,0.825,0.931446965332449,0.851258971980201,-446.725362596364,-447.150992082354
80,0.215,0.825,0.437741385304558,3.77199524972411,-468.709420306972,-470.595417931834
90,0.215,0.825,0.18996424035999,6.12557830974811,-535.612490126798,-538.675279281672
100,0.215,0.825,0.57965887097435,2.87088997740693,-588.775740143482,-590.211185132185
50,0.215,0.825,0.34071534893809,4.51548463922563,-324.87184198415,-327.129584303763
60,0.215,0.825,0.109049938065088,7.56098608483546,-369.016726070936,-372.797219113353
70,0.215,0.825,0.276583381827925,5.10609813867313,-434.376558244103,-436.929607313439
80,0.215,0.825,0.841744283498926,1.41407946225286,-502.525882682635,-503.232922413761
90,0.215,0.825,0.0156694389721959,12.2375585767754,-571.487381732474,-577.606161020862
100,0.215,0.825,0.760952282633477,1.86292340153295,-641.483721867479,-642.415183568246
50,0.215,0.825,0.900630188633746,1.05958590315663,-314.97866186898,-315.508454820559
60,0.215,0.825,0.263327784773495,5.2422926720111,-323.856477216245,-326.477623552251
70,0.215,0.825,0.0402975950057807,10.0077346016344,-384.001244297791,-389.005111598608
80,0.215,0.825,0.649033355050567,2.47547131129886,-443.834371716373,-445.072107372023
90,0.215,0.825,0.925386472842325,0.894234786968354,-575.077443289462,-575.524560682946
100,0.215,0.825,0.863471268561323,1.28762701307642,-612.774740285353,-613.418553791892
50,0.215,0.825,0.0349538778483476,10.348173712698,-322.547805736706,-327.721892593055
60,0.215,0.825,0.177219632297935,6.30915155899311,-393.469848519282,-396.624424298778
70,0.215,0.825,0.21993176743943,5.73377594044598,-439.815690396932,-442.682578367155
80,0.215,0.825,0.0148800777727427,12.3577493225881,-501.795342584609,-507.974217245903
90,0.215,0.825,0.345737148029705,4.47319964259191,-542.026338570363,-544.262938391659
100,0.215,0.825,0.151173335128001,6.72467168722324,-607.916518571909,-611.278854415521
50,0.215,0.825,0.611955023288348,2.68435514922373,-315.490208064196,-316.832385638808
60,0.215,0.825,0.0773606463330304,8.41964588876465,-393.083013298892,-397.292836243274
70,0.215,0.825,0.753264271510153,1.90479401243169,-383.772613589794,-384.72501059601
80,0.215,0.825,0.20727392409363,5.8931156312359,-503.801556007151,-506.748113822769
90,0.215,0.825,0.473002984245562,3.53217483771982,-562.389351830404,-564.155439249264
100,0.215,0.825,0.21324736772516,5.81688202568262,-574.131675144093,-577.040116156935
50,0.215,0.825,0.801450925800609,1.64074583091167,-315.792509404616,-316.612882320072
60,0.215,0.825,0.467661887193703,3.56768304934064,-350.034986976847,-351.818828501518
70,0.215,0.825,0.974435123527966,0.490333937326113,-411.489513404244,-411.734680372907
80,0.215,0.825,0.0308990878673187,10.6417767578785,-482.197995553698,-487.518883932638
90,0.215,0.825,0.59774627393578,2.76582460425652,-574.521290080497,-575.904202382625
100,0.215,0.825,0.96745496798897,0.559510487068337,-602.740964120743,-603.020719364277
50,0.215,0.825,0.100505262111767,7.76676703348085,-300.120179249867,-304.003562766607
60,0.215,0.825,0.467048346786699,3.57177966245933,-363.715016541036,-365.500906372266
70,0.215,0.825,0.929487586461725,0.865284788599524,-454.475885528492,-454.908527922791
80,0.215,0.825,0.747062193601006,1.9385390052081,-495.207516556778,-496.176786059382
90,0.215,0.825,0.088771793254354,8.07773544271731,-542.244689904228,-546.283557625587
100,0.215,0.825,0.461622278165987,3.60817181721791,-592.025502987162,-593.82958889577
50,0.215,0.825,0.109657953850542,7.54692171291686,-305.229776516737,-309.003237373195
60,0.215,0.825,0.0447242960529452,9.75709643814309,-393.540651955657,-398.419200174728
70,0.215,0.825,0.366711572683201,4.30170557586973,-430.921892999382,-433.072745787317
80,0.215,0.825,0.553054236333206,3.02857888173662,-515.989890068127,-517.504179508996
90,0.215,0.825,0.798737980332384,1.65575623271093,-510.857686306837,-511.685564423192
100,0.215,0.825,0.900939245408662,1.05760328292877,-616.1346952324,-616.663496873864
50,0.215,0.825,0.152900159002899,6.6951846616804,-312.565716734569,-315.913309065409
60,0.215,0.825,0.933071452582712,0.839529068769821,-334.713190533046,-335.13295506743
70,0.215,0.825,0.173478476513061,6.36529148113141,-429.548892174002,-432.731537914568
80,0.215,0.825,0.732355207513336,2.01850455767305,-491.887536965715,-492.896789244552
90,0.215,0.825,0.129502982940207,7.12351968696635,-537.463974953741,-541.025734797224
100,0.215,0.825,0.801017983975735,1.64314286838703,-587.832937346542,-588.654508780735
50,0.215,0.825,0.00586415073528073,14.4979763088078,-302.466519161681,-309.715507316085
60,0.215,0.825,0.950289820086384,0.708393433196079,-385.112310777348,-385.466507493946
70,0.215,0.825,0.458786490695391,3.62730903480826,-407.27799735205,-409.091651869454
80,0.215,0.825,0.407155887008836,3.9915113170855,-505.779395352551,-507.775151011094
90,0.215,0.825,0.936878595057741,0.811656179386318,-520.003261579509,-520.409089669202
100,0.215,0.825,0.664565404515392,2.38928001093882,-608.352073584954,-609.546713590424
50,0.215,0.825,0.555668366885607,3.01290344245876,-313.130431081354,-314.636882802583
60,0.215,0.825,0.528486558298205,3.17803131054166,-353.28481496072,-354.873830615991
70,0.215,0.825,0.787800911860686,1.71604552440078,-405.853502454727,-406.711525216927
80,0.215,0.825,0.910006087568201,0.998613947220292,-499.0658787494,-499.56518572301
90,0.215,0.825,0.764386951863137,1.84419781074712,-537.627621470591,-538.549720375964
100,0.215,0.825,0.718931404271184,2.09151486979135,-610.134144409609,-611.179901844505
50,0.215,0.825,0.874704248224671,1.22054695849226,-298.364025007422,-298.974298486668
60,0.215,0.825,0.508025443359243,3.30572658253561,-365.108059776915,-366.760923068182
70,0.215,0.825,0.586290998290234,2.83217849714936,-419.998156710885,-421.41424595946
80,0.215,0.825,0.18093926624075,6.25438168311211,-489.943306428351,-493.070497269907
90,0.215,0.825,0.667011517243447,2.37576369999942,-534.623317945988,-535.811199795988
100,0.215,0.825,0.211081255483653,5.84430562493208,-602.948163133608,-605.870315946074
50,0.215,0.825,0.88810910686892,1.13854671800857,-275.752732984823,-276.322006343827
60,0.215,0.825,0.226660242740239,5.65233299685713,-354.858657434412,-357.684823932841
70,0.215,0.825,0.00573773872244755,14.5475635840463,-439.522579697762,-446.796361489785
80,0.215,0.825,0.280609954646304,5.06582426699879,-519.509515084826,-522.042427218325
90,0.215,0.825,0.136999159333468,6.97905616251683,-515.294881397641,-518.7844094789
100,0.215,0.825,0.181696333544853,6.24335822979424,-563.681612934762,-566.803292049659
50,0.215,0.825,0.906874014510236,1.01917900944954,-306.276584007215,-306.78617351194
60,0.215,0.825,0.17900615685819,6.28271819173335,-379.792522445475,-382.933881541342
70,0.215,0.825,0.497572107095829,3.3722163179192,-409.172620019444,-410.858728178403
80,0.215,0.825,0.823829826805921,1.51585198310022,-479.435237677166,-480.193163668716
90,0.215,0.825,0.321343835186148,4.68346636007141,-578.480838777084,-580.822571957119
100,0.215,0.825,0.0182466373952941,11.8825148184742,-584.984172036759,-590.925429445996
50,0.215,0.825,0.126476988146917,7.18402699527769,-321.328544350408,-324.920557848047
60,0.215,0.825,0.471148591547641,3.54447190149972,-377.827379794222,-379.599615744972
70,0.215,0.825,0.438071702554585,3.76968647939771,-441.534414006665,-443.419257246364
80,0.215,0.825,0.52717637490887,3.18611594597996,-475.870341753624,-477.463399726614
90,0.215,0.825,0.834427490607685,1.45587704154718,-541.667598035467,-542.395536556241
100,0.215,0.825,0.0320950470869555,10.5514918085339,-605.707281526601,-610.983027430868
50,0.215,0.825,0.473617274624267,3.52810851255481,-307.322954996648,-309.087009252926
60,0.215,0.825,0.459776791803175,3.6206167089905,-388.01562975004,-389.825938104535
70,0.215,0.825,0.288703111002278,4.98632893099784,-468.383650975541,-470.87681544104
80,0.215,0.825,0.980079620306576,0.428478096573372,-481.309950616912,-481.524189665198
90,0.215,0.825,0.37126115804521,4.26553157214698,-548.726018947158,-550.858784733232
100,0.215,0.825,0.371581206343631,4.26299991557676,-677.572610708702,-679.70411066649
50,0.215,0.825,0.504795763396556,3.32617507814052,-314.600866969941,-316.263954509011
60,0.215,0.825,0.235026449106246,5.55396535959937,-368.398920044712,-371.175902724511
70,0.215,0.825,0.339838473887788,4.52291942006718,-433.94968739669,-436.211147106724
80,0.215,0.825,0.254307727754152,5.33835566309199,-502.339405470744,-505.00858330229
90,0.215,0.825,0.296092911853215,4.91535951168294,-543.985686423986,-546.443366179827
100,0.215,0.825,0.702271995228612,2.18229481133517,-622.854583882871,-623.945731288539
50,0.215,0.825,0.521385881188458,3.22199399104454,-316.340318789059,-317.951315784582
60,0.215,0.825,0.10788751924689,7.58807889508023,-387.308118768164,-391.102158215705
70,0.215,0.825,0.0236485223154612,11.2742700985345,-413.643915296327,-419.281050345594
80,0.215,0.825,0.105165229371804,7.6526067637177,-457.563159546266,-461.389462928125
90,0.215,0.825,0.944174469008463,0.756564780556801,-499.080361135806,-499.458643526085
100,0.215,0.825,0.395327833875633,4.07969425134888,-573.902349730092,-575.942196855767
50,0.215,0.825,0.903393460483286,1.04179625959875,-305.209382029545,-305.730280159345
60,0.215,0.825,0.40542175495744,4.00431823979102,-385.601211744871,-387.603370864766
70,0.215,0.825,0.882651373466823,1.17221704787767,-436.242628230992,-436.828736754931
80,0.215,0.825,0.224250661232999,5.68125255041878,-488.272834759144,-491.113461034353
90,0.215,0.825,0.825077130401437,1.50882476121865,-572.261001531549,-573.015413912158
100,0.215,0.825,0.982592668503204,0.398584039412981,-615.477426861404,-615.67671888111
50,0.215,0.825,0.346736209043665,4.46484600993347,-306.093856828301,-308.326279833268
60,0.215,0.825,0.884048860138028,1.16363472056719,-352.291903907781,-352.873721268065
70,0.215,0.825,0.289360018620911,4.97995896988732,-424.524917480178,-427.014896965122
80,0.215,0.825,0.765108643355288,1.84026137671435,-506.469376210679,-507.389506899036
90,0.215,0.825,0.109424133987652,7.5523217366283,-564.53336069907,-568.309521567384
100,0.215,0.825,0.675101641660048,2.33116090358408,-607.106598487609,-608.272178939401
50,0.215,0.825,0.18983677176522,6.12735904246074,-289.087028083811,-292.150707605042
60,0.215,0.825,0.326432292394711,4.6385617680437,-385.971649537781,-388.290930421802
70,0.215,0.825,0.708735891423562,2.14703990961925,-430.412176916784,-431.485696871593
80,0.215,0.825,0.384832110689172,4.15963783699272,-479.809702069935,-481.889520988431
90,0.215,0.825,0.218691705342924,5.74902399598591,-550.759074385408,-553.633586383401
100,0.215,0.825,0.150408312649448,6.73783335424218,-646.660936462535,-650.029853139657
50,0.215,0.825,0.227391139871863,5.64361402326983,-306.974981201476,-309.796788213111
60,0.215,0.825,0.213818615476876,5.80969081838248,-356.770430385636,-359.675275794828
70,0.215,0.825,0.480469218184339,3.48299159536532,-411.572558508643,-413.314054306325
80,0.215,0.825,0.44377266309464,3.73003446566634,-489.348171968898,-491.213189201731
90,0.215,0.825,0.403398784673882,4.01931036069732,-586.293101031668,-588.302756212017
100,0.215,0.825,0.434884570409363,3.79201561948139,-621.118447884928,-623.014455694669
50,0.215,0.825,0.233670791679721,5.5696953338462,-312.787431360386,-315.572279027309
60,0.215,0.825,0.992493432041122,0.255665585395036,-366.846989561388,-366.974822354085
70,0.215,0.825,0.922970733846989,0.911046248157618,-409.44426309325,-409.899786217328
80,0.215,0.825,0.240129074446945,5.49545730860723,-492.123979711101,-494.871708365405
90,0.215,0.825,0.430231392397668,3.82482916877643,-574.507715569617,-576.420130154005
100,0.215,0.825,0.14616750366627,6.81192051569997,-618.707784104536,-622.113744362386
50,0.215,0.825,0.794481824854649,1.67925839582028,-322.719867251724,-323.559496449634
60,0.215,0.825,0.371920262487045,4.26031975693672,-372.507351832196,-374.637511710664
70,0.215,0.825,0.0936783186746826,7.94327567620292,-412.596950117481,-416.568587955582
80,0.215,0.825,0.788933549801802,1.70981722202191,-503.824637641839,-504.67954625285
90,0.215,0.825,0.306924203163463,4.81396205384726,-548.079325853081,-550.486306880005
100,0.215,0.825,0.369660558022653,4.27821831364167,-609.709987149289,-611.84909630611
