"n","pmask","q","p.value","Lambda","loglik.F","loglik.R"
1500,0.215,0.825,0.0427079848155005,15.9771743491947,-9372.7985088561,-9380.7870960307
2500,0.215,0.825,0.00384848476848194,22.6468659100465,-15245.2483795364,-15256.5718124914
3500,0.215,0.825,6.15647040478184e-12,69.5082884773583,-21671.1523114781,-21705.9064557168
1500,0.215,0.825,0.0601335489273012,14.949566967367,-9288.59741631062,-9296.07219979431
2500,0.215,0.825,8.3334697879051e-06,37.7610084524458,-15484.8981376904,-15503.7786419167
3500,0.215,0.825,0.000465750130493632,28.045091993481,-21726.8248796239,-21740.8474256207
1500,0.215,0.825,9.18244576871428e-05,32.0345312964164,-9179.3986947428,-9195.41596039101
2500,0.215,0.825,0.325793792487969,9.19892680935664,-15383.0136645089,-15387.6131279136
3500,0.215,0.825,2.89482520879464e-06,40.2362770384425,-21503.5332416293,-21523.6513801485
1500,0.215,0.825,0.0286007075506233,17.1483658215475,-9345.59862893176,-9354.17281184254
2500,0.215,0.825,0.0948112321067046,13.5319295509435,-15440.1039725964,-15446.8699373719
3500,0.215,0.825,0.00322940174005524,23.107122463538,-21737.969644476,-21749.5232057078
1500,0.215,0.825,0.0260006565947346,17.4222372693039,-9428.47848166932,-9437.18960030397
2500,0.215,0.825,0.0038697969969867,22.6323307517887,-15547.090057289,-15558.4062226649
3500,0.215,0.825,1.79415487524464e-10,62.1097635891419,-21774.6796604317,-21805.7345422263
1500,0.215,0.825,0.00976292803739904,20.1556549223678,-9231.16005257951,-9241.23788004069
2500,0.215,0.825,0.0587432796316855,15.0207480882927,-15553.9721567461,-15561.4825307902
3500,0.215,0.825,2.05905134502841e-06,41.0286445832971,-21675.0611665879,-21695.5754888796
1500,0.215,0.825,0.335812750732129,9.07735190354288,-9369.04502771972,-9373.58370367149
2500,0.215,0.825,0.00283455508958552,23.4477232890931,-15375.0868584494,-15386.810720094
3500,0.215,0.825,1.12604291694667e-05,37.0515310606861,-21664.4570818057,-21682.982847336
1500,0.215,0.825,0.00444424515517771,22.2671736713237,-9288.07178666225,-9299.20537349791
2500,0.215,0.825,0.00200794006500355,24.3418569603309,-15504.7718262545,-15516.9427547346
3500,0.215,0.825,4.33008887908708e-07,44.6270166400427,-21816.9235305751,-21839.2370388951
1500,0.215,0.825,0.0394561649880245,16.2111158426305,-9425.23360091602,-9433.33915883733
2500,0.215,0.825,5.190425813648e-06,38.8725149264756,-15621.8228943973,-15641.2591518605
3500,0.215,0.825,1.23363940017176e-05,36.83598711784,-21787.2808759697,-21805.6988695286
1500,0.215,0.825,0.0452788850565955,15.8036097708282,-9314.33409224563,-9322.23589713105
2500,0.215,0.825,0.0580320222281526,15.057760706226,-15358.6544562175,-15366.1833365706
3500,0.215,0.825,0.00712687940950127,21.0077468056843,-21665.881677456,-21676.3855508589
1500,0.215,0.825,0.366386352323115,8.72088275945862,-9398.1994442563,-9402.55988563602
2500,0.215,0.825,2.98644208034335e-06,40.1636886139968,-15536.0470024982,-15556.1288468052
3500,0.215,0.825,0.00113758124165497,25.7972001318703,-21627.2992461147,-21640.1978461806
1500,0.215,0.825,0.00468883054541767,22.1253740935208,-9260.90804436452,-9271.97073141128
2500,0.215,0.825,0.000837790416382252,26.5722308728182,-15730.7421739284,-15744.0282893648
3500,0.215,0.825,1.6319037422319e-05,36.1738277187105,-21680.1187417887,-21698.205655648
1500,0.215,0.825,0.29352583417769,9.6092912239219,-9350.04937604768,-9354.85402165964
2500,0.215,0.825,8.35909960548048e-05,32.2621177212131,-15646.2728787025,-15662.4039375631
3500,0.215,0.825,0.0141081892297522,19.1440055017592,-21654.265273442,-21663.8372761929
1500,0.215,0.825,0.607036048989354,6.35944986062532,-9148.1421962017,-9151.32192113202
2500,0.215,0.825,0.000134721385233449,31.1025121560451,-15519.266581025,-15534.817837103
3500,0.215,0.825,0.000653235808463797,27.1987115317097,-21590.6609343024,-21604.2602900682
1500,0.215,0.825,0.000997405860654842,26.1310661857497,-9341.73893086791,-9354.80446396078
2500,0.215,0.825,0.000502788746850182,27.854158189024,-15426.7006686486,-15440.6277477431
3500,0.215,0.825,0.000125093596023045,31.2832222574289,-21564.1544136956,-21579.7960248243
1500,0.215,0.825,0.168038877654079,11.6392709671309,-9451.82186262514,-9457.64149810871
2500,0.215,0.825,0.000243229767049147,29.6547392214306,-15596.1876134649,-15611.0149830756
3500,0.215,0.825,0.0167824824897808,18.6608559496017,-21748.6007036593,-21757.9311316341
1500,0.215,0.825,0.0539574590441114,15.2781455491131,-9228.89520339679,-9236.53427617134
2500,0.215,0.825,0.00115358187933153,25.7616763816186,-15573.89567414,-15586.7765123308
3500,0.215,0.825,0.00119039986910331,25.6817275102949,-21379.1548425999,-21391.9957063551
1500,0.215,0.825,0.00835008104331813,20.5802624698626,-9448.14102922455,-9458.43116045948
2500,0.215,0.825,0.000155633803254204,30.7502175228874,-15456.4521480261,-15471.8272567876
3500,0.215,0.825,1.61726373965367e-06,41.5889449259339,-21620.1612971441,-21640.9557696071
1500,0.215,0.825,0.0671013434973874,14.6139422079032,-9314.29799559881,-9321.60496670277
2500,0.215,0.825,0.0104892814976044,19.9597826995487,-15420.6568923319,-15430.6367836817
3500,0.215,0.825,5.69749849256191e-06,38.6541050545638,-21737.3071269267,-21756.634179454
1500,0.215,0.825,0.146850917607188,12.0987745963575,-9297.82807813678,-9303.87746543496
2500,0.215,0.825,0.0117251001313436,19.6545449958139,-15519.3867515749,-15529.2140240728
3500,0.215,0.825,5.32565015306832e-06,38.8122707595758,-21537.0369801564,-21556.4431155361
1500,0.215,0.825,0.0333832182064626,16.7005087963662,-9302.00933254565,-9310.35958694384
2500,0.215,0.825,1.21131614000052e-06,42.2580035202336,-15436.801778457,-15457.9307802171
3500,0.215,0.825,6.80745444939526e-06,38.2364846495257,-21656.1528624174,-21675.2711047421
1500,0.215,0.825,0.0279706704779072,17.212518204451,-9216.11057041096,-9224.71682951318
2500,0.215,0.825,0.000253292728176364,29.5548581997682,-15595.3468069279,-15610.1242360278
3500,0.215,0.825,5.12217609152748e-07,44.2413977262695,-21763.9290873514,-21786.0497862145
1500,0.215,0.825,0.0271489974717194,17.2982501366023,-9369.70871628017,-9378.35784134847
2500,0.215,0.825,0.000123710092459566,31.3103090339391,-15598.7916632714,-15614.4468177883
3500,0.215,0.825,1.63408812652912e-06,41.5649581996113,-21840.7607034101,-21861.5431825099
1500,0.215,0.825,0.000757941391064922,26.8248242189838,-9322.99050084632,-9336.40291295581
2500,0.215,0.825,0.00983547217652644,20.1354764485259,-15521.1727542155,-15531.2404924397
3500,0.215,0.825,0.00142605986113492,25.2208732694999,-21521.9861440878,-21534.5965807225
1500,0.215,0.825,0.0502273976289574,15.4937013818744,-9237.20023446003,-9244.94708515096
2500,0.215,0.825,0.000603171595352555,27.3987473817433,-15525.8880812869,-15539.5874549778
3500,0.215,0.825,0.0126190492813898,19.4523330242446,-21509.9092404616,-21519.6354069738
1500,0.215,0.825,0.0689861819593236,14.5286017548024,-9344.32565284765,-9351.58995372506
2500,0.215,0.825,0.000306385050488592,29.0850281667554,-15591.5889506506,-15606.131464734
3500,0.215,0.825,2.48651650944498e-07,45.8970742365564,-21821.0130868408,-21843.9616239591
1500,0.215,0.825,0.0711437293073462,14.433467308525,-9385.86081447495,-9393.07754812921
2500,0.215,0.825,0.212672658811307,10.8104456495676,-15323.5131439539,-15328.9183667787
3500,0.215,0.825,7.7543961695387e-06,37.9304254470408,-21558.7255039896,-21577.6907167132
1500,0.215,0.825,4.58888239724788e-05,33.7078261579918,-9248.47228204632,-9265.32619512531
2500,0.215,0.825,0.0211473497434294,18.0105741740408,-15240.2576398248,-15249.2629269118
3500,0.215,0.825,0.00116764506551291,25.7308487749251,-21368.0420796482,-21380.9075040356
1500,0.215,0.825,0.0112573605270393,19.7662892079315,-9324.70291706169,-9334.58606166566
2500,0.215,0.825,0.00617689617961329,21.3915623863322,-15391.7673639988,-15402.463145192
3500,0.215,0.825,0.000191316632948321,30.2447930835042,-21692.4677064767,-21707.5901030184
1500,0.215,0.825,0.00602123232972718,21.4598236167403,-9314.70660288547,-9325.43651469384
2500,0.215,0.825,0.0110298077124057,19.8222650611642,-15317.6167090839,-15327.5278416144
3500,0.215,0.825,6.97774887711085e-05,32.6988239607308,-21784.0514615907,-21800.4008735711
1500,0.215,0.825,0.0168101474881107,18.6562510375952,-9420.9937127353,-9430.3218382541
2500,0.215,0.825,0.00244217699956,23.835221153131,-15422.4312351955,-15434.3488457721
3500,0.215,0.825,0.0129490314037849,19.3811276866982,-21696.6045137178,-21706.2950775612
1500,0.215,0.825,0.0106192295542545,19.9261139656846,-9322.70737197286,-9332.6704289557
2500,0.215,0.825,0.000258331068640666,29.5063047142539,-15373.8399423741,-15388.5930947312
3500,0.215,0.825,6.38107661015818e-05,32.914529616588,-21914.0100316367,-21930.467296445
1500,0.215,0.825,0.173557128695004,11.5276194700855,-9210.59334719954,-9216.35715693459
2500,0.215,0.825,0.0962093863898022,13.485226476605,-15317.8532679962,-15324.5958812345
3500,0.215,0.825,1.3060624585463e-05,36.7011364700156,-21676.1953325206,-21694.5459007557
1500,0.215,0.825,0.00250972866291555,23.7643879651769,-9383.13828462358,-9395.02047860617
2500,0.215,0.825,3.3940390472214e-05,34.430504254793,-15356.922803019,-15374.1380551464
3500,0.215,0.825,0.000849641852994364,26.5367609490495,-21801.0033008321,-21814.2716813066
1500,0.215,0.825,0.402269540172703,8.326224687371,-9287.78983638878,-9291.95294873247
2500,0.215,0.825,6.28560535609684e-05,32.9508795543079,-15443.0164384526,-15459.4918782298
3500,0.215,0.825,0.000169058313008922,30.5478436657722,-21749.1511406741,-21764.425062507
1500,0.215,0.825,0.00495459721814553,21.979172171661,-9359.74428054892,-9370.73386663475
2500,0.215,0.825,0.00101104936454727,26.096620824912,-15588.2271301196,-15601.2754405321
3500,0.215,0.825,0.00427743700196305,22.3682727650084,-21706.0562662202,-21717.2404026027
1500,0.215,0.825,0.385652558803401,8.50612881339475,-9296.27750100656,-9300.53056541326
2500,0.215,0.825,1.99537934682998e-05,35.6966124228456,-15605.5226972247,-15623.3710034361
3500,0.215,0.825,0.00338745655701267,22.9819819523036,-21973.8232362682,-21985.3142272443
1500,0.215,0.825,0.209361724858613,10.8667931629643,-9368.97983884116,-9374.41323542264
2500,0.215,0.825,0.220026106275391,10.6877645678869,-15637.5153949135,-15642.8592771974
3500,0.215,0.825,5.73050216492444e-05,33.1736613975154,-21673.4530601155,-21690.0398908142
1500,0.215,0.825,0.000644584409136775,27.2321824326718,-9209.9658791655,-9223.58197038183
2500,0.215,0.825,0.0185405708544991,18.3816093033784,-15388.4608636136,-15397.6516682653
3500,0.215,0.825,3.39134248886543e-06,39.8672721629264,-21442.2752980547,-21462.2089341361
1500,0.215,0.825,0.0965790376176143,13.4729794610539,-9337.83157177521,-9344.56806150574
2500,0.215,0.825,4.3372234347146e-05,33.8431831078451,-15470.6889012765,-15487.6104928305
3500,0.215,0.825,4.258664118894e-07,44.6651707029014,-21780.7393953467,-21803.0719806981
1500,0.215,0.825,0.428824468629,8.04770101935719,-9293.41734924203,-9297.44119975171
2500,0.215,0.825,0.00595365617211025,21.4899873707764,-15327.5561973969,-15338.3011910823
3500,0.215,0.825,0.0016210354126895,24.8926206470787,-21586.9695894715,-21599.4158997951
1500,0.215,0.825,0.00916434354670813,20.3278540302745,-9275.7711388729,-9285.93506588804
2500,0.215,0.825,0.0240731301889843,17.6424094700924,-15558.3621112233,-15567.1833159583
3500,0.215,0.825,0.00124636802004809,25.5647004232378,-21866.1839348455,-21878.9662850571
1500,0.215,0.825,0.227992373158051,10.5584805081562,-9390.13366747718,-9395.41290773126
2500,0.215,0.825,0.0402534040376223,16.1521521942741,-15433.0902374458,-15441.166313543
3500,0.215,0.825,0.000261360514120137,29.4775563070216,-21760.0868118962,-21774.8255900497
1500,0.215,0.825,0.0076798048419115,20.806427543579,-9262.17842196545,-9272.58163573724
2500,0.215,0.825,0.000445030097771968,28.1585021588253,-15447.6406416058,-15461.7198926852
3500,0.215,0.825,8.32260060567965e-06,37.764079712535,-21955.146591898,-21974.0286317542
1500,0.215,0.825,0.00544375557786837,21.7288367320143,-9282.29371730202,-9293.15813566803
2500,0.215,0.825,0.412142616962899,8.2214518338551,-15611.2960020896,-15615.4067280066
3500,0.215,0.825,9.01526897347006e-05,32.0790688738416,-21763.811213771,-21779.8507482079
1500,0.215,0.825,0.494231667803336,7.3992485548406,-9348.26039428191,-9351.96001855933
2500,0.215,0.825,2.87555241120753e-06,40.2518365459291,-15372.2363164486,-15392.3622347216
3500,0.215,0.825,0.000883946481501973,26.4367523276233,-21733.0909233051,-21746.3092994689
1500,0.215,0.825,0.0352073268408732,16.5453477836927,-9247.19760772571,-9255.47028161756
2500,0.215,0.825,2.19917312811719e-05,35.4654259894742,-15435.4988691355,-15453.2315821303
3500,0.215,0.825,0.013020892375873,19.3658506178181,-21544.2624415886,-21553.9453668975
1500,0.215,0.825,0.0349739889361837,16.5647722562899,-9315.47216914287,-9323.75455527101
2500,0.215,0.825,1.25225947966787e-06,42.1811335952007,-15321.9470230195,-15343.0375898171
3500,0.215,0.825,1.41382145227053e-05,36.5135947182498,-21908.780143864,-21927.0369412231
1500,0.215,0.825,0.012291394046085,19.5248145902842,-9374.96379508481,-9384.72620237995
2500,0.215,0.825,0.00648780722516446,21.260042314334,-15425.5358463679,-15436.1658675251
3500,0.215,0.825,0.00398990138410673,22.5518383479066,-21660.3836252584,-21671.6595444324
1500,0.215,0.825,0.117812462747919,12.8306029815685,-9383.66999245007,-9390.08529394085
2500,0.215,0.825,0.000770456974445809,26.7835607176348,-15433.5770768761,-15446.9688572349
3500,0.215,0.825,0.000376179437385174,28.5764865508827,-21698.854758874,-21713.1430021494
1500,0.215,0.825,0.196538651507146,11.0920360249293,-9394.75543126804,-9400.30144928051
2500,0.215,0.825,0.00018879540049027,30.2773268525525,-15518.2549816816,-15533.3936451078
3500,0.215,0.825,7.44596067135896e-05,32.5419326643896,-21496.7417791262,-21513.0127454584
1500,0.215,0.825,0.150420041626013,12.0176067166249,-9286.46242708753,-9292.47123044584
2500,0.215,0.825,0.00118843340992009,25.6859362289651,-15524.6750462956,-15537.5180144101
3500,0.215,0.825,8.07480074156066e-07,43.194160694984,-21834.8790483471,-21856.4761286946
1500,0.215,0.825,6.61266756280059e-05,32.8285345579097,-9365.96438821163,-9382.37865549059
2500,0.215,0.825,3.96830004515876e-06,39.5005087588142,-15689.3727303203,-15709.1229846997
3500,0.215,0.825,0.00230595903435638,23.9840348162325,-21859.9463528054,-21871.9383702135
1500,0.215,0.825,0.0222785255110174,17.8628537350232,-9328.6519442375,-9337.58337110501
2500,0.215,0.825,1.26886467845671e-05,36.7694474431992,-15480.6488085696,-15499.0335322912
3500,0.215,0.825,0.0154619702992756,18.8894880721346,-21652.6202481618,-21662.0649921979
1500,0.215,0.825,0.000111148704806306,31.5708493569728,-9439.09724869226,-9454.88267337075
2500,0.215,0.825,0.00147748911558842,25.1302321272851,-15449.5788709276,-15462.1439869912
3500,0.215,0.825,0.000414134307226831,28.3376056629495,-21585.2916602325,-21599.460463064
1500,0.215,0.825,0.00934277791713188,20.2754221550931,-9273.54617502856,-9283.6838861061
2500,0.215,0.825,0.0330250943466249,16.7318970599117,-15601.8462814187,-15610.2122299487
3500,0.215,0.825,0.00536071321791377,21.7697658108591,-21607.0274205743,-21617.9123034798
1500,0.215,0.825,0.105522815174054,13.188609667217,-9272.05960683101,-9278.65391166462
2500,0.215,0.825,0.00251425939437258,23.7597036004991,-15612.5859320054,-15624.4657838057
3500,0.215,0.825,3.19339763769855e-05,34.5761668836494,-21755.6383683193,-21772.9264517612
1500,0.215,0.825,0.185294256755588,11.2996027048175,-9361.29817006151,-9366.94797141392
2500,0.215,0.825,0.00278859960118232,23.490317679225,-15653.421988945,-15665.1671477846
3500,0.215,0.825,0.000536458052361537,27.6921913905535,-21826.9239746501,-21840.7700703453
1500,0.215,0.825,0.0148000997651218,19.0111558551471,-9279.56949319976,-9289.07507112734
2500,0.215,0.825,0.00730356820218219,20.9418301100632,-15598.9278149439,-15609.398729999
3500,0.215,0.825,0.000990317519438876,26.1491439493839,-21662.5745547165,-21675.6491266912
1500,0.215,0.825,0.0118354559058369,19.6288016693979,-9229.37799796918,-9239.19239880388
2500,0.215,0.825,0.000297250760212279,29.1598633174544,-15498.7297695029,-15513.3097011616
3500,0.215,0.825,1.61374649097471e-05,36.2003483934459,-21613.9519293056,-21632.0521035023
1500,0.215,0.825,0.0010159556377295,26.08434494619,-9317.20673275639,-9330.24890522948
2500,0.215,0.825,0.246116578560631,10.2770503071952,-15585.5060151957,-15590.6445403493
3500,0.215,0.825,0.000344981837708265,28.7912573800713,-21739.896785594,-21754.292414284
1500,0.215,0.825,0.00101463371141393,26.0876468028873,-9439.10372309215,-9452.1475464936
2500,0.215,0.825,0.33835917380964,9.04685010389949,-15592.0767756744,-15596.6002007263
3500,0.215,0.825,8.98422893312699e-07,42.9480921530849,-21625.120589016,-21646.5946350926
1500,0.215,0.825,0.145542867966881,12.1289420175453,-9251.26609270496,-9257.33056371373
2500,0.215,0.825,0.000187245883714653,30.2975342805585,-15378.5377502539,-15393.6865173942
3500,0.215,0.825,0.000445404795953688,28.1564057011783,-21565.510842242,-21579.5890450926
1500,0.215,0.825,0.0418845330478881,16.0348129820086,-9292.77949021348,-9300.79689670448
2500,0.215,0.825,0.0012548005437022,25.5475141338356,-15457.3798396829,-15470.1535967498
3500,0.215,0.825,1.39881212914905e-07,47.20917703124,-21713.2742054097,-21736.8787939253
1500,0.215,0.825,0.0180931000848314,18.4502232484047,-9411.61894391003,-9420.84405553424
2500,0.215,0.825,7.90944352433261e-05,32.3959247754974,-15463.9194766137,-15480.1174390015
3500,0.215,0.825,0.0160387639642716,18.7874283044075,-21481.8904164453,-21491.2841305975
1500,0.215,0.825,0.047975071830065,15.6310982746472,-9176.40013798738,-9184.2156871247
2500,0.215,0.825,0.0425749514168103,15.9864161764235,-15591.0570172681,-15599.0502253563
3500,0.215,0.825,0.000357014733588076,28.7062461031965,-21664.5161375778,-21678.8692606294
1500,0.215,0.825,6.32877156855687e-05,32.9343774052577,-9177.32931384161,-9193.79650254424
2500,0.215,0.825,9.32665216141196e-07,42.8617986299832,-15401.7727138106,-15423.2036131256
3500,0.215,0.825,1.0657285295607e-08,53.0266496760596,-21489.1401801927,-21515.6535050308
1500,0.215,0.825,0.0429903280180337,15.9576478797826,-9447.43047111856,-9455.40929505845
2500,0.215,0.825,0.000104657802287475,31.7170808710471,-15685.3112141505,-15701.169754586
3500,0.215,0.825,0.000110630175767076,31.5822179768147,-21683.5170766702,-21699.3081856586
1500,0.215,0.825,3.95333221951168e-05,34.0653731929378,-9141.92120810519,-9158.95389470166
2500,0.215,0.825,6.64126716102352e-05,32.818121503813,-15356.97297039,-15373.3820311419
3500,0.215,0.825,7.54329580402486e-06,37.9953191654058,-21827.2146407362,-21846.2123003189
1500,0.215,0.825,0.00114858916801025,25.7727090576082,-9276.50312519798,-9289.38947972678
2500,0.215,0.825,0.000654372967128634,27.1943443339151,-15277.8910036907,-15291.4881758577
3500,0.215,0.825,0.000202686822338977,30.1031234459078,-21837.2656634063,-21852.3172251293
1500,0.215,0.825,0.0013529104687989,25.3554400187386,-9276.99808039269,-9289.67580040206
2500,0.215,0.825,0.00390616857106297,22.6077028517575,-15514.041780303,-15525.3456317289
3500,0.215,0.825,0.0012507396830661,25.5557764500118,-21653.1625557859,-21665.9404440109
1500,0.215,0.825,0.000675605016431797,27.114139303776,-9397.57188904967,-9411.12895870156
2500,0.215,0.825,0.000115867395627193,31.4697295369588,-15497.392118702,-15513.1269834705
3500,0.215,0.825,0.000244854385951896,29.6383422204381,-21576.3472682101,-21591.1664393204
1500,0.215,0.825,0.294103274861395,9.60166999647845,-9293.15500877181,-9297.95584377005
2500,0.215,0.825,0.0189532799137617,18.3197012100827,-15635.87011898,-15645.0299695851
3500,0.215,0.825,0.000583401844368111,27.4822512051323,-21638.9291476273,-21652.6702732299
1500,0.215,0.825,0.000203614952284167,30.0919063594629,-9375.02163753778,-9390.06759071751
2500,0.215,0.825,0.00245506066329819,23.8215660247042,-15344.5676507801,-15356.4784337925
3500,0.215,0.825,0.00364396757402465,22.790447377396,-21705.3785246261,-21716.7737483148
1500,0.215,0.825,0.0173417809720175,18.5691274565579,-9281.61565874225,-9290.90022247053
2500,0.215,0.825,0.0335717467488311,16.6841109197921,-15447.9132904752,-15456.2553459351
3500,0.215,0.825,9.26698952192636e-08,48.1453742263548,-21625.5893052224,-21649.6619923355
1500,0.215,0.825,0.223374665730999,10.6329770957382,-9342.6909714535,-9348.00746000137
2500,0.215,0.825,0.0154287196088274,18.8954812271768,-15454.0014116528,-15463.4491522664
3500,0.215,0.825,5.87777934028935e-06,38.5810667523183,-21961.0208032015,-21980.3113365777
1500,0.215,0.825,0.0790909662482191,14.1041454356746,-9223.85246451627,-9230.9045372341
2500,0.215,0.825,0.00733762664196837,20.9293003776111,-15392.6310657523,-15403.0957159411
3500,0.215,0.825,5.98227420371197e-07,43.8846704034877,-21736.7135762889,-21758.6559114906
1500,0.215,0.825,0.0597799930182287,14.9675253722526,-9421.40319486015,-9428.88695754628
2500,0.215,0.825,2.35091307584366e-06,40.7206161930008,-15528.1652832821,-15548.5255913786
3500,0.215,0.825,0.00842151252089155,20.5571960522211,-21744.7469443845,-21755.0255424107
1500,0.215,0.825,0.211352253869924,10.8328322463021,-9199.18285852152,-9204.59927464467
2500,0.215,0.825,0.000890514520979319,26.4180377978046,-15603.753402311,-15616.9624212099
3500,0.215,0.825,1.23316307618289e-07,47.496012128373,-21622.7443220379,-21646.4923281021
1500,0.215,0.825,0.377062025241563,8.60102235795785,-9245.21219244021,-9249.51270361919
2500,0.215,0.825,0.00526578409583393,21.8173090672244,-15716.7556355141,-15727.6642900477
3500,0.215,0.825,0.00571573413579446,21.5988774335929,-21752.584519872,-21763.3839585888
1500,0.215,0.825,0.000191926943317627,30.2369810621713,-9273.93956677047,-9289.05805730155
2500,0.215,0.825,0.0100325363402888,20.0813726774177,-15508.1038601257,-15518.1445464644
3500,0.215,0.825,0.00548101904930704,21.7106659619967,-21639.3668464946,-21650.2221794756
1500,0.215,0.825,0.0253189799111988,17.4982935999942,-9252.02103193624,-9260.77017873623
2500,0.215,0.825,2.09651142344635e-06,40.9867702177071,-15383.3466005516,-15403.8399856605
3500,0.215,0.825,0.000235108268021579,29.7383559566661,-21497.0118758823,-21511.8810538606
1500,0.215,0.825,0.311916583388306,9.3716957136312,-9441.2381081092,-9445.92395596602
2500,0.215,0.825,0.00363939893610829,22.7937430630991,-15730.9875151283,-15742.3843866598
3500,0.215,0.825,2.5163271575398e-07,45.8698385879761,-21635.0177356203,-21657.9526549143
1500,0.215,0.825,0.117753838192906,12.8322316540871,-9253.23895704781,-9259.65507287485
2500,0.215,0.825,0.0044830399356479,22.2441867794587,-15485.5539578486,-15496.6760512383
3500,0.215,0.825,5.04294808656013e-05,33.4811619393804,-21678.3278028575,-21695.0683838272
