"n","pmask","q","shape3","p.value","Lambda","loglik.F","loglik.R"
1000,0.215,0.825,2.75,0.000152423153272319,22.5966240415382,-6378.96779573706,-6390.26610775783
1000,0.215,0.825,3,0.00436669682375445,15.1672041588827,-6261.2880137742,-6268.87161585364
1000,0.215,0.825,0.25,2.23545408345661e-97,455.959888125737,-4729.80967377167,-4957.78961783454
1000,0.215,0.825,0.5,1.8141601892848e-36,173.544370695288,-5781.1874828672,-5867.95966821484
1000,0.215,0.825,0.75,0.000628270052564324,19.4943685087164,-6098.91184357789,-6108.65902783225
1000,0.215,0.825,1,0.273820940875799,5.13401609956782,-6193.76496266103,-6196.33197071081
1000,0.215,0.825,1.1308,0.498409523154032,3.36685691140883,-6112.81662734485,-6114.50005580055
1000,0.215,0.825,1.25,0.0248207784277322,11.1602567896225,-6198.89488499883,-6204.47501339364
1000,0.215,0.825,1.5,0.0462782829779606,9.67472269803875,-6300.22731370399,-6305.06467505301
1000,0.215,0.825,1.75,2.5594834481404e-05,26.4567138925468,-6237.16996827157,-6250.39832521784
1000,0.215,0.825,2,0.426357531690167,3.85234428144759,-6151.80142651714,-6153.72759865786
1000,0.215,0.825,2.25,0.000942742776689049,18.5974769907407,-6211.58740657356,-6220.88614506893
1000,0.215,0.825,2.5,0.000214026807469379,21.8566502317153,-6254.55907475536,-6265.48739987122
1000,0.215,0.825,2.75,2.73266621045024e-07,36.1208649450418,-6363.42392002677,-6381.4843524993
1000,0.215,0.825,3,9.68392271965022e-05,23.5824343681033,-6318.19487850454,-6329.98609568859
1000,0.215,0.825,0.25,7.88443166449392e-85,397.905849454432,-4564.2783890619,-4763.23131378912
1000,0.215,0.825,0.5,1.83700507853709e-34,164.199597745077,-5712.96615853456,-5795.0659574071
1000,0.215,0.825,0.75,4.73412635068527e-06,30.0710391870252,-6068.93523579594,-6083.97075538945
1000,0.215,0.825,1,0.276493846074014,5.10699929880684,-6180.50304581818,-6183.05654546758
1000,0.215,0.825,1.1308,0.939032857898647,0.795630780758074,-6307.85709624839,-6308.25491163877
1000,0.215,0.825,1.25,0.185765414407611,6.18480584706595,-6148.04194589984,-6151.13434882338
1000,0.215,0.825,1.5,0.352784468189998,4.4146797483354,-6202.00512958925,-6204.21246946342
1000,0.215,0.825,1.75,0.000569718707342314,19.7099859411846,-6296.98012349159,-6306.83511646219
1000,0.215,0.825,2,0.00601224079620685,14.4412021731605,-6155.92300103206,-6163.14360211864
1000,0.215,0.825,2.25,0.0400566334836217,10.02212502576,-6257.81275287196,-6262.82381538484
1000,0.215,0.825,2.5,0.00192120825423837,17.0136186045984,-6255.45560522729,-6263.96241452959
1000,0.215,0.825,2.75,3.11735306181963e-07,35.8428104386712,-6201.04087497434,-6218.96228019368
1000,0.215,0.825,3,6.83922441302144e-06,29.2857003552035,-6419.77685753583,-6434.41970771343
1000,0.215,0.825,0.25,1.07266535394088e-105,494.431171789554,-4639.37390046794,-4886.58948636271
1000,0.215,0.825,0.5,2.26047247215268e-26,126.427715211797,-5736.29473065129,-5799.50858825719
1000,0.215,0.825,0.75,1.15734289629297e-09,47.5749553168935,-5932.2114490116,-5955.99892667004
1000,0.215,0.825,1,0.287084188241687,5.00207953702193,-6120.02906454916,-6122.53010431767
1000,0.215,0.825,1.1308,0.274799322936116,5.12410112422367,-6135.37171148439,-6137.9337620465
1000,0.215,0.825,1.25,0.0613509561933561,8.98995870479121,-6280.96155776445,-6285.45653711685
1000,0.215,0.825,1.5,0.00362762782635222,15.5862985218191,-6303.96616224671,-6311.75931150762
1000,0.215,0.825,1.75,0.0021158757590138,16.7977533191297,-6289.48341995136,-6297.88229661092
1000,0.215,0.825,2,0.00120453957313725,18.0538652326723,-6296.69885173736,-6305.7257843537
1000,0.215,0.825,2.25,0.00902688473326736,13.5120337499266,-6127.06026649078,-6133.81628336574
1000,0.215,0.825,2.5,1.35662225460914e-08,42.4330377510651,-6298.75072006022,-6319.96723893575
1000,0.215,0.825,2.75,0.00154265675289005,17.5033795276668,-6332.61951209321,-6341.37120185704
1000,0.215,0.825,3,0.00133671659745314,17.8224097945185,-6244.78118519412,-6253.69239009138
1000,0.215,0.825,0.25,1.42353690779336e-94,442.989515454188,-4631.17187299943,-4852.66663072652
1000,0.215,0.825,0.5,2.25085561756689e-35,168.448912549016,-5902.56328609774,-5986.78774237225
1000,0.215,0.825,0.75,6.26581746591347e-05,24.5255557162473,-6112.52684184783,-6124.78961970596
1000,0.215,0.825,1,0.0497883694590657,9.49799950092347,-6155.88219515771,-6160.63119490817
1000,0.215,0.825,1.1308,0.640607906634773,2.52251956751934,-6214.81440480435,-6216.07566458811
1000,0.215,0.825,1.25,0.459697164785563,3.62115444726987,-6172.9142932897,-6174.72487051333
1000,0.215,0.825,1.5,0.0109720348431113,13.0629994359788,-6255.81544135886,-6262.34694107685
1000,0.215,0.825,1.75,0.0546869276885339,9.27031056850865,-6219.20454293215,-6223.8396982164
1000,0.215,0.825,2,0.0014571534554878,17.6304058765036,-6213.43670236919,-6222.25190530744
1000,0.215,0.825,2.25,0.000354936474475341,20.749977402349,-6279.14899836586,-6289.52398706703
1000,0.215,0.825,2.5,1.75486214648652e-05,27.2677482972886,-6306.81328649417,-6320.44716064281
1000,0.215,0.825,2.75,5.04084059962823e-08,39.6799624103132,-6289.85197007942,-6309.69195128458
1000,0.215,0.825,3,0.000252958587260552,21.4915573689977,-6298.44686302273,-6309.19264170723
1000,0.215,0.825,0.25,1.01619741175071e-99,466.793744574708,-4506.9790699919,-4740.37594227925
1000,0.215,0.825,0.5,1.17016055336447e-35,169.772724689381,-5734.19605476431,-5819.082417109
1000,0.215,0.825,0.75,1.4755876690981e-06,32.5515170082017,-6048.05210934607,-6064.32786785017
1000,0.215,0.825,1,0.367164299107407,4.29809023997041,-6230.69511365339,-6232.84415877337
1000,0.215,0.825,1.1308,0.0850737609309601,8.18376930097111,-6194.15731846305,-6198.24920311353
1000,0.215,0.825,1.25,0.114977404021713,7.42687405735523,-6188.75162174706,-6192.46505877574
1000,0.215,0.825,1.5,0.256521504533857,5.31451177703093,-6211.47595423546,-6214.13321012397
1000,0.215,0.825,1.75,1.97275673015107e-06,31.9347415426237,-6338.11265781175,-6354.08002858306
1000,0.215,0.825,2,0.00544770372971957,14.6655105156442,-6266.07311505441,-6273.40587031223
1000,0.215,0.825,2.25,3.2662822173187e-07,35.7442589019047,-6254.09864355106,-6271.97077300201
1000,0.215,0.825,2.5,3.14529376794546e-07,35.8239683218926,-6336.63789710246,-6354.5498812634
1000,0.215,0.825,2.75,0.000271439170450934,21.3373618001933,-6361.40067320128,-6372.06935410138
1000,0.215,0.825,3,1.18489666081282e-05,28.1099572872536,-6167.07633475927,-6181.13131340289
1000,0.215,0.825,0.25,5.23792505367385e-85,398.727885788099,-4461.62863728636,-4660.99258018041
1000,0.215,0.825,0.5,7.19170092335815e-22,105.333475469515,-5868.47956408778,-5921.14630182253
1000,0.215,0.825,0.75,2.60243685540609e-09,45.8849430226401,-6052.48011126582,-6075.42258277714
1000,0.215,0.825,1,0.38602914650132,4.15043658193827,-6194.94125517896,-6197.01647346993
1000,0.215,0.825,1.1308,0.00232808128351089,16.5836966516108,-6179.82228779118,-6188.11413611699
1000,0.215,0.825,1.25,0.489801308365372,3.42223143431329,-6104.26852042287,-6105.97963614003
1000,0.215,0.825,1.5,0.411773422933646,3.95760770771813,-6317.33229738473,-6319.31110123859
1000,0.215,0.825,1.75,0.00479714128582353,14.9542079682178,-6310.37265945516,-6317.84976343927
1000,0.215,0.825,2,0.00228875430212488,16.6218747012936,-6403.42358003763,-6411.73451738828
1000,0.215,0.825,2.25,0.00432191874655889,15.190535185895,-6200.80312068235,-6208.3983882753
1000,0.215,0.825,2.5,0.124618982571077,7.2218444422324,-6257.09208643744,-6260.70300865855
1000,0.215,0.825,2.75,0.000347648165496255,20.7954683771186,-6247.54712224363,-6257.94485643219
1000,0.215,0.825,3,0.00106456843486416,18.3280839669642,-6327.375953997,-6336.53999598048
1000,0.215,0.825,0.25,2.88501397093802e-96,450.821982154357,-4602.42754482874,-4827.83853590592
1000,0.215,0.825,0.5,1.24548534131485e-32,155.660995274638,-5729.28737448855,-5807.11787212587
1000,0.215,0.825,0.75,2.88198489546839e-08,40.8536922290441,-6000.68788556547,-6021.11473167999
1000,0.215,0.825,1,0.00955900731906057,13.3804418067848,-6154.9944695564,-6161.68469045979
1000,0.215,0.825,1.1308,0.963210764753129,0.598675413615638,-6155.10520832537,-6155.40454603218
1000,0.215,0.825,1.25,0.0276885687770288,10.9019308580373,-6251.50968030836,-6256.96064573738
1000,0.215,0.825,1.5,0.0128303890336887,12.7014794607476,-6190.68494648193,-6197.0356862123
1000,0.215,0.825,1.75,0.0808825905974645,8.30931462669651,-6254.4524136272,-6258.60707094055
1000,0.215,0.825,2,7.36113285536155e-06,29.1285498727193,-6294.10663937915,-6308.67091431551
1000,0.215,0.825,2.25,0.0212299332559762,11.5279004366785,-6221.19009714071,-6226.95404735905
1000,0.215,0.825,2.5,7.93281156648706e-05,24.0148787986454,-6303.22691912165,-6315.23435852097
1000,0.215,0.825,2.75,2.91833740471747e-06,31.1018786878885,-6399.46885692582,-6415.01979626977
1000,0.215,0.825,3,0.000151027219865147,22.6166529084785,-6151.27536448865,-6162.58369094289
1000,0.215,0.825,0.25,4.96571854709947e-92,431.226769346069,-4601.82891438502,-4817.44229905806
1000,0.215,0.825,0.5,2.51211729752873e-24,116.851284216009,-5748.45045415345,-5806.87609626146
1000,0.215,0.825,0.75,9.93358447417634e-08,38.2536244489293,-6098.11409774591,-6117.24090997038
1000,0.215,0.825,1,0.0183156457697042,11.8736939365026,-6083.20954452787,-6089.14639149612
1000,0.215,0.825,1.1308,0.309910233256998,4.78653050560752,-6256.60047874158,-6258.99374399439
1000,0.215,0.825,1.25,0.783678061161072,1.73869034993368,-6208.54643894076,-6209.41578411573
1000,0.215,0.825,1.5,0.000248035247758253,21.5345217327958,-6201.41896190852,-6212.18622277491
1000,0.215,0.825,1.75,0.0203261934310864,11.6299319625359,-6351.29780772827,-6357.11277370954
1000,0.215,0.825,2,0.00612276287262581,14.3997175297645,-6269.29223427238,-6276.49209303726
1000,0.215,0.825,2.25,1.33646144014923e-06,32.7617088673396,-6276.50140110583,-6292.8822555395
1000,0.215,0.825,2.5,1.29161268905094e-07,37.700859444376,-6337.19503469844,-6356.04546442063
1000,0.215,0.825,2.75,9.10353222715258e-05,23.7164969608621,-6373.74216633817,-6385.6004148186
1000,0.215,0.825,3,4.49866568556465e-07,35.0678344595308,-6317.45819240683,-6334.99210963659
1000,0.215,0.825,0.25,1.11408254271178e-94,443.481954130835,-4607.11719395922,-4828.85817102464
1000,0.215,0.825,0.5,2.01752929183295e-26,126.658709668565,-5779.85260589904,-5843.18196073332
1000,0.215,0.825,0.75,1.07705536814743e-11,57.2868925628936,-6019.21719621135,-6047.86064249279
1000,0.215,0.825,1,0.00985806670309668,13.3095956436682,-6303.39730813966,-6310.05210596149
1000,0.215,0.825,1.1308,0.622919067463913,2.62206701224204,-6049.64095179335,-6050.95198529947
1000,0.215,0.825,1.25,0.57246223891086,2.91315542178381,-6194.95190018523,-6196.40847789612
1000,0.215,0.825,1.5,0.0828313895033925,8.2501955923417,-6201.63141126143,-6205.7565090576
1000,0.215,0.825,1.75,0.0109810088263845,13.0611139502762,-6202.31246566932,-6208.84302264446
1000,0.215,0.825,2,0.000251524181861181,21.5039887669082,-6317.00725749236,-6327.75925187582
1000,0.215,0.825,2.25,0.000259271997123108,21.4376595959002,-6308.60578696012,-6319.32461675807
1000,0.215,0.825,2.5,4.60271391601183e-05,25.1921187016906,-6230.00888277603,-6242.60494212688
1000,0.215,0.825,2.75,8.86173608003183e-05,23.7748712562898,-6338.31276010518,-6350.20019573333
1000,0.215,0.825,3,5.38846620222048e-09,44.3647967105062,-6271.63127581687,-6293.81367417212
1000,0.215,0.825,0.25,1.37314932018755e-103,484.687264543618,-4611.62285356538,-4853.96648583719
1000,0.215,0.825,0.5,1.2629274772422e-39,188.245104580839,-5768.7926418665,-5862.91519415692
1000,0.215,0.825,0.75,7.28883445299066e-08,38.9048784953957,-6000.58391506368,-6020.03635431138
1000,0.215,0.825,1,0.0503202487767424,9.47226603058516,-6122.81132596449,-6127.54745897978
1000,0.215,0.825,1.1308,0.0111615957037511,13.0234880243661,-6198.74769528517,-6205.25943929735
1000,0.215,0.825,1.25,0.104435256112789,7.67017420386583,-6223.57959013591,-6227.41467723784
1000,0.215,0.825,1.5,0.364299616873817,4.32102594979733,-6149.9374823514,-6152.0979953263
1000,0.215,0.825,1.75,0.00378368706991922,15.4912159117794,-6215.98927760288,-6223.73488555877
1000,0.215,0.825,2,2.39324756993861e-05,26.6011477458869,-6224.50404512536,-6237.80461899831
1000,0.215,0.825,2.25,0.00965960141823652,13.3563724921005,-6268.36578603985,-6275.0439722859
1000,0.215,0.825,2.75,8.20290363800608e-06,28.8970732953494,-6394.74021563982,-6409.18875228749
1000,0.215,0.825,3,1.81976005654538e-07,36.9785084898795,-6367.42337630366,-6385.9126305486
1000,0.215,0.825,0.25,3.85409278228132e-90,422.482492614907,-4712.67626633273,-4923.91751264018
1000,0.215,0.825,0.5,1.17808207365077e-37,179.075050185242,-5861.36440922377,-5950.9019343164
1000,0.215,0.825,0.75,5.34276359146032e-06,29.8129900613676,-6023.90559988937,-6038.81209492006
1000,0.215,0.825,1,0.308673931098954,4.79786134491223,-6133.67453386249,-6136.07346453494
1000,0.215,0.825,1.1308,0.0397698898882452,10.039358297694,-6285.28464621642,-6290.30432536527
1000,0.215,0.825,1.25,0.631526136846725,2.57349127449197,-6249.43717751581,-6250.72392315305
1000,0.215,0.825,1.5,0.640845112402659,2.52119193152612,-6234.52355993545,-6235.78415590121
1000,0.215,0.825,1.75,0.0207767545012957,11.5785257255411,-6325.54857821689,-6331.33784107966
1000,0.215,0.825,2,9.50761683900734e-05,23.6222958795242,-6249.26076934535,-6261.07191728511
1000,0.215,0.825,2.25,0.00127315468881554,17.9307478575811,-6182.33516437378,-6191.30053830257
1000,0.215,0.825,2.5,0.000746584264991894,19.1135387352715,-6295.39759850075,-6304.95436786839
1000,0.215,0.825,2.75,0.000260313690578298,21.4288918535058,-6283.01795253747,-6293.73239846422
1000,0.215,0.825,3,1.07654912559451e-06,33.2204597239561,-6415.34911567711,-6431.95934553909
1000,0.215,0.825,0.25,6.09931011820321e-111,518.681522090481,-4598.48664989811,-4857.82741094335
1000,0.215,0.825,0.5,4.07413834122261e-37,176.565596008495,-5780.16103975018,-5868.44383775443
1000,0.215,0.825,0.75,1.04313777014259e-05,28.3828464275139,-6021.650037214,-6035.84146042776
1000,0.215,0.825,1,0.240244138389186,5.49415045017486,-6181.49675593693,-6184.24383116202
1000,0.215,0.825,1.1308,0.813574553574769,1.57334573770277,-6149.03701888526,-6149.82369175411
1000,0.215,0.825,1.25,0.726705946692812,2.04922176914988,-6156.33430648882,-6157.3589173734
1000,0.215,0.825,1.5,0.0419977663728875,9.9084858037877,-6176.20478590213,-6181.15902880402
1000,0.215,0.825,1.75,0.00177216663661613,17.1940065687231,-6195.59932009153,-6204.19632337589
1000,0.215,0.825,2,8.82682655116385e-05,23.7834294924432,-6321.80069268946,-6333.69240743568
1000,0.215,0.825,2.25,0.00108017331145243,18.2958012528234,-6298.43291618639,-6307.5808168128
1000,0.215,0.825,2.5,0.000204403462310352,21.9570613999367,-6329.73713648856,-6340.71566718853
1000,0.215,0.825,2.75,2.56539626014661e-06,31.376186159554,-6322.99481265201,-6338.68290573179
1000,0.215,0.825,3,4.62631720217345e-09,44.6834964659665,-6396.52034963557,-6418.86209786855
1000,0.215,0.825,0.25,8.04483794466214e-108,504.256109826612,-4613.73865140041,-4865.86670631371
1000,0.215,0.825,0.5,8.52082484442877e-34,161.093108171717,-5785.70825564489,-5866.25480973075
1000,0.215,0.825,0.75,4.54787778861786e-10,49.5200273145583,-6137.0201250086,-6161.78013866588
1000,0.215,0.825,1,0.00236167633561894,16.5515830945387,-6280.40243453396,-6288.67822608123
1000,0.215,0.825,1.1308,0.797021225197599,1.6652426682067,-6332.16589417763,-6332.99851551174
1000,0.215,0.825,1.25,0.6308885235451,2.57708056136653,-6047.99312202223,-6049.28166230291
1000,0.215,0.825,1.5,0.175982872135836,6.32759137956964,-6282.38301684881,-6285.5468125386
1000,0.215,0.825,1.75,0.00183399571586249,17.1174222824266,-6223.96082272082,-6232.51953386203
1000,0.215,0.825,2,0.0460945772215828,9.68432134680916,-6224.00953343864,-6228.85169411204
1000,0.215,0.825,2.25,0.000438513139108103,20.2858512088933,-6309.47762588401,-6319.62055148846
1000,0.215,0.825,2.5,2.96369567606361e-06,31.0690481868896,-6402.16368887723,-6417.69821297068
1000,0.215,0.825,2.75,1.24906371116181e-05,27.996960188626,-6396.9167513386,-6410.91523143292
1000,0.215,0.825,3,0.000575832519295887,19.6864701936247,-6332.67694718739,-6342.5201822842
1000,0.215,0.825,0.25,1.58427112355989e-101,475.151312855081,-4595.07581412628,-4832.65147055382
1000,0.215,0.825,0.5,1.71710537476916e-40,192.277811480742,-5845.03105960382,-5941.16996534419
1000,0.215,0.825,0.75,5.68381520059371e-10,49.0560085789002,-6036.87141041159,-6061.39941470104
1000,0.215,0.825,1,0.0075228347265801,13.9297008337198,-6137.62591506208,-6144.59076547894
1000,0.215,0.825,1.1308,0.0317013270199295,10.5808508873542,-6291.563253017,-6296.85367846068
1000,0.215,0.825,1.25,0.543963869959895,3.08341845921314,-6144.76227601119,-6146.3039852408
1000,0.215,0.825,1.5,0.00361335265275182,15.5951958976239,-6208.22246919853,-6216.02006714734
1000,0.215,0.825,1.75,0.08801298834478,8.09914990497782,-6208.41893918021,-6212.4685141327
1000,0.215,0.825,2,0.000315896756908492,21.0053494160784,-6287.02776347877,-6297.53043818681
1000,0.215,0.825,2.25,3.57243153524189e-06,30.6712231512956,-6274.19606956638,-6289.53168114203
1000,0.215,0.825,2.5,2.46414604617424e-06,31.4618479695018,-6423.86479902864,-6439.59572301339
1000,0.215,0.825,2.75,0.000239421006710893,21.6117703437594,-6357.14607685764,-6367.95196202952
1000,0.215,0.825,3,0.000792238207689284,18.9823674020554,-6286.71785986573,-6296.20904356676
1000,0.215,0.825,0.5,4.41704938849018e-39,185.714240684611,-5835.56076785207,-5928.41788819437
1000,0.215,0.825,0.75,2.11809278524907e-17,84.3166108064215,-6037.52309382452,-6079.68139922773
1000,0.215,0.825,1,0.000239926201920423,21.6071644777439,-6087.76296471985,-6098.56654695872
1000,0.215,0.825,1.1308,0.869675446049914,1.25074348076851,-6147.26989357799,-6147.89526531838
1000,0.215,0.825,1.25,0.423162609985188,3.87517475529603,-6260.04409168335,-6261.981679061
1000,0.215,0.825,1.5,0.00643589755799098,14.2860515951088,-6300.32616266676,-6307.46918846431
1000,0.215,0.825,1.75,0.00594126115867132,14.4682407940982,-6185.78111938342,-6193.01523978047
1000,0.215,0.825,2,0.00254318529303411,16.385506869583,-6283.40157523947,-6291.59432867426
1000,0.215,0.825,2.25,1.81804954470216e-05,27.1918040465025,-6328.49398394093,-6342.08988596418
1000,0.215,0.825,2.5,5.5144232502881e-05,24.8017573471298,-6262.56246400006,-6274.96334267363
1000,0.215,0.825,2.75,0.000219554590852149,21.8009783113739,-6295.62272228462,-6306.5232114403
1000,0.215,0.825,3,3.78480848893509e-06,30.5481790246322,-6375.60114566401,-6390.87523517633
1000,0.215,0.825,0.5,9.73243506573158e-38,179.461329591068,-5658.23670809113,-5747.96737288666
1000,0.215,0.825,0.75,8.75430137099042e-12,57.7158525862797,-6034.59201056993,-6063.44993686307
1000,0.215,0.825,1,0.00942122291742152,13.4138147290087,-6197.52453890773,-6204.23144627223
1000,0.215,0.825,1.1308,0.332843050020424,4.5827920352167,-6157.8751411805,-6160.16653719811
1000,0.215,0.825,1.25,0.385720966370838,4.1528033726463,-6171.27819701425,-6173.35459870057
1000,0.215,0.825,1.5,0.777282465748786,1.77374354232779,-6128.41114596218,-6129.29801773334
1000,0.215,0.825,1.75,0.0808476255714612,8.31038753310168,-6244.73714297126,-6248.89233673781
1000,0.215,0.825,2,0.0027689421279112,16.1945272000303,-6253.4684717512,-6261.56573535121
1000,0.215,0.825,2.25,0.00979684456935639,13.3239263337891,-6217.2496235412,-6223.91158670809
1000,0.215,0.825,2.5,3.57636210191411e-06,30.6688804454807,-6263.80664501867,-6279.14108524141
1000,0.215,0.825,2.75,0.000276805303246186,21.2945356091441,-6319.47509670469,-6330.12236450927
1000,0.215,0.825,3,0.00036095732394938,20.7130901152177,-6396.79151463416,-6407.14805969177
1000,0.215,0.825,0.25,7.23928421169988e-86,402.705616823945,-4550.10100278903,-4751.453811201
1000,0.215,0.825,0.5,7.07413760311563e-33,156.806807524263,-5698.90435516206,-5777.30775892419
1000,0.215,0.825,0.75,3.47165344658871e-07,35.6154655521113,-6162.58644881719,-6180.39418159324
1000,0.215,0.825,1,0.367419298018727,4.29605543349135,-6074.69418157996,-6076.8422092967
1000,0.215,0.825,1.1308,0.76499635301135,1.84087390310924,-6203.25472348251,-6204.17516043406
1000,0.215,0.825,1.25,0.929921676238812,0.862188678716848,-6191.85316301123,-6192.28425735058
1000,0.215,0.825,1.5,0.146687363653448,6.80273376543846,-6259.73361609183,-6263.13498297455
1000,0.215,0.825,1.75,0.00140377486322906,17.713492965835,-6283.1035856428,-6291.96033212572
1000,0.215,0.825,2,0.000532116978561666,19.8603489462275,-6255.92256988429,-6265.85274435741
1000,0.215,0.825,2.25,9.47218546672516e-06,28.5893085458174,-6206.71982226374,-6221.01447653664
1000,0.215,0.825,2.5,5.32723122616259e-05,24.8763896910223,-6276.92608637237,-6289.36428121788
1000,0.215,0.825,2.75,1.47188933846792e-07,37.4256357792074,-6315.81290365332,-6334.52572154292
1000,0.215,0.825,3,1.99295515740701e-06,31.913091938357,-6281.47590451032,-6297.4324504795
1000,0.215,0.825,0.25,1.78845970182938e-100,470.283172236157,-4720.18248423722,-4955.3240703553
1000,0.215,0.825,0.5,1.11904409791167e-30,146.545646129482,-5749.03055554118,-5822.30337860592
1000,0.215,0.825,0.75,8.62873143945315e-08,38.5499407663519,-6067.60479555657,-6086.87976593975
1000,0.215,0.825,1,0.340127903796771,4.52046372006953,-6140.90387804995,-6143.16410990998
1000,0.215,0.825,1.1308,0.864765076223415,1.27996739938681,-6179.13912247566,-6179.77910617535
1000,0.215,0.825,1.25,0.950613049847767,0.705789445957635,-6175.31441668974,-6175.66731141272
1000,0.215,0.825,1.5,0.178184285803904,6.29484897346629,-6221.92683529936,-6225.07425978609
1000,0.215,0.825,1.75,0.107633889116218,7.59402640117878,-6263.11660296565,-6266.91361616624
1000,0.215,0.825,2,0.0321803791113012,10.5451745371483,-6330.08639327331,-6335.35898054188
1000,0.215,0.825,2.25,0.00019958160064816,22.0091504507218,-6245.72371136891,-6256.72828659427
1000,0.215,0.825,2.5,0.000233871959928597,21.6630048900897,-6287.51356342073,-6298.34506586577
1000,0.215,0.825,2.75,0.000921033975831681,18.6490738393659,-6258.83581540018,-6268.16035231986
1000,0.215,0.825,3,4.76379880904181e-07,34.946762133075,-6224.12411655011,-6241.59749761665
1000,0.215,0.825,0.25,5.54533167003608e-99,463.385372827417,-4553.49076470162,-4785.18345111533
1000,0.215,0.825,0.5,7.54564326691607e-27,128.656503506249,-5863.94194474978,-5928.2701965029
1000,0.215,0.825,0.75,3.99554045462726e-08,40.1680343284061,-5954.86520091621,-5974.94921808041
1000,0.215,0.825,1,0.38618586538568,4.14923355397696,-6161.0878184849,-6163.16243526189
1000,0.215,0.825,1.1308,0.131274322066346,7.0887020175669,-6347.4000692642,-6350.94442027298
1000,0.215,0.825,1.25,0.122590808017371,7.26372446106143,-6241.28443207421,-6244.91629430474
1000,0.215,0.825,1.5,0.241601767962466,5.47877178718591,-6302.57869662749,-6305.31808252108
1000,0.215,0.825,1.75,0.000104278453311853,23.4218123607698,-6351.52749066388,-6363.23839684426
1000,0.215,0.825,2,0.00245064475394157,16.4686649009545,-6249.07079563852,-6257.305128089
1000,0.215,0.825,2.25,0.00154391760276624,17.5015588337938,-6212.04861757036,-6220.79939698726
1000,0.215,0.825,2.5,0.000660149643895953,19.3851910177418,-6164.11514339182,-6173.80773890069
1000,0.215,0.825,2.75,0.00102756628727221,18.4065407930502,-6229.87547215223,-6239.07874254876
1000,0.215,0.825,3,1.89621350690937e-05,27.1014119422834,-6322.73567156477,-6336.28637753591
1000,0.215,0.825,0.25,2.69430686679203e-101,474.084804463686,-4680.17305428064,-4917.21545651249
1000,0.215,0.825,0.5,1.24205292722033e-40,192.932286382051,-5815.11093666028,-5911.5770798513
1000,0.215,0.825,0.75,2.44899781728918e-09,46.0117720010894,-6021.28947196621,-6044.29535796676
1000,0.215,0.825,1,0.0741672254816798,8.52386200280307,-6214.06756399799,-6218.32949499939
1000,0.215,0.825,1.1308,0.760885285117657,1.86328853316263,-6201.77115606181,-6202.70280032839
1000,0.215,0.825,1.25,0.175022382342682,6.34199271120815,-6202.1062957565,-6205.2772921121
1000,0.215,0.825,1.5,0.112794159350693,7.47550775615491,-6273.01844422329,-6276.75619810136
1000,0.215,0.825,1.75,0.108461066931727,7.57467730532881,-6148.92483475825,-6152.71217341092
1000,0.215,0.825,2,0.092724665500786,7.9688845614055,-6273.86275978941,-6277.84720207011
1000,0.215,0.825,2.25,4.75497701041417e-05,25.1218523737061,-6418.11305233696,-6430.67397852381
1000,0.215,0.825,2.5,1.9680605099446e-07,36.8133271947409,-6391.76805258004,-6410.17471617741
1000,0.215,0.825,2.75,0.000419283926160209,20.3843546403477,-6298.96481832049,-6309.15699564066
1000,0.215,0.825,3,0.000192107326325885,22.0924122321103,-6265.31158984002,-6276.35779595608
1000,0.215,0.825,0.25,1.75399290100323e-92,433.317725391886,-4601.36384260606,-4818.022705302
1000,0.215,0.825,0.5,1.04222540571527e-20,99.8820239093056,-5817.52007693016,-5867.46108888481
1000,0.215,0.825,0.75,3.70444506935427e-08,40.3268431381057,-6075.36028557303,-6095.52370714209
1000,0.215,0.825,1,0.0104445840903601,13.1765522958158,-6134.78594438593,-6141.37422053383
1000,0.215,0.825,1.1308,0.868852628137972,1.25565790240944,-6260.26369833384,-6260.89152728504
1000,0.215,0.825,1.25,0.787021345418073,1.72033044067575,-6250.33673855578,-6251.19690377611
1000,0.215,0.825,1.5,0.449750911316811,3.68884172798244,-6280.47433279068,-6282.31875365467
1000,0.215,0.825,1.75,0.00464960314314459,15.025020577441,-6265.77525446777,-6273.28776475649
1000,0.215,0.825,2,0.00228113461383934,16.6293464949686,-6186.61346383283,-6194.92813708032
1000,0.215,0.825,2.25,1.52591835516571e-06,32.4803108173292,-6237.1174426348,-6253.35759804347
1000,0.215,0.825,2.5,0.000641351166161275,19.4489211553828,-6253.03657543349,-6262.76103601118
1000,0.215,0.825,2.75,5.34894910355356e-05,24.8675984263264,-6255.55443893766,-6267.98823815083
1000,0.215,0.825,3,7.67587490590827e-08,38.7960742806608,-6262.73684626889,-6282.13488340922
1000,0.215,0.825,0.25,8.83580609148038e-98,457.824448752637,-4559.57285006103,-4788.48507443735
1000,0.215,0.825,0.5,7.75085671980875e-45,212.487257910698,-5681.80168115791,-5788.04531011326
1000,0.215,0.825,0.75,1.82474347272441e-07,36.9727431275151,-6144.62106867076,-6163.10744023452
1000,0.215,0.825,1,0.0098772958702801,13.3051124870562,-6171.07162524448,-6177.724181488
1000,0.215,0.825,1.1308,0.132110639724384,7.07241330228317,-6075.43714682724,-6078.97335347839
1000,0.215,0.825,1.25,0.136571728964327,6.98709575719477,-6159.42027644929,-6162.91382432788
1000,0.215,0.825,1.5,0.0347717523336637,10.3606399676319,-6420.14256531332,-6425.32288529714
